date,record_status,policy,depot,product,tank_capacity_m3,opening_stock_m3,customer_orders_m3,pipeline_receipts_m3,emergency_truck_receipts_m3,dispatch_m3,unfulfilled_demand_m3,closing_stock_m3,safety_stock_m3,reorder_point_m3,days_of_cover,pipeline_line,pipeline_flow_limit_m3_hr,pipeline_available,pump_available,loading_bays_available,loading_capacity_m3,trucks_requested,trucks_loaded,avg_truck_turnaround_min,queue_time_min,delayed_trucks,batch_triggered,batch_volume_m3,emergency_replenishment,holiday_flag,event_label,rainfall_mm,reference_price_kes_l,day_of_week,month,year,stock_status,autonomous_action,capacity_breach_flag,inventory_reconciliation_error
2022-09-15,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,8103.06,851.87,0.0,0.0,851.87,0.0,7251.19,4177.17,6652.53,8.51,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,24,24,58.9,16.9,0,0,0.0,0,0,NORMAL,1.14,159.99,Thursday,9,2022,HEALTHY,NONE,0,0
2022-09-16,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,7251.19,873.28,0.0,0.0,873.28,0.0,6377.91,4177.17,6652.53,7.3,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,25,25,53.8,11.8,0,1,7426.08,0,0,NORMAL,2.92,159.93,Friday,9,2022,WATCH,CREATE_PIPELINE_BATCH,0,0
2022-09-17,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,6377.91,787.07,0.0,0.0,787.07,0.0,5590.84,4177.17,6652.53,7.1,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,22,22,50.8,8.8,0,0,0.0,0,0,NORMAL,0.94,160.03,Saturday,9,2022,WATCH,NONE,0,0
2022-09-18,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,5590.84,698.28,7426.08,0.0,698.28,0.0,12318.64,4177.17,6652.53,17.64,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,20,20,58.7,16.7,0,0,0.0,0,0,DATA_LATENCY_INCIDENT,0.65,160.57,Sunday,9,2022,HEALTHY,NONE,0,0
2022-09-19,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,12318.64,797.77,0.0,0.0,797.77,0.0,11520.87,4177.17,6652.53,14.44,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,22,22,56.1,14.1,0,0,0.0,0,0,NORMAL,1.04,161.68,Monday,9,2022,HEALTHY,NONE,0,0
2022-09-20,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,11520.87,787.58,0.0,0.0,787.58,0.0,10733.29,4177.17,6652.53,13.63,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,22,22,56.5,14.5,0,0,0.0,0,0,NORMAL,0.22,160.94,Tuesday,9,2022,HEALTHY,NONE,0,0
2022-09-21,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,10733.29,843.04,0.0,0.0,843.04,0.0,9890.25,4177.17,6652.53,11.73,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,24,24,55.2,13.2,0,0,0.0,0,0,NORMAL,2.25,158.7,Wednesday,9,2022,HEALTHY,NONE,0,0
2022-09-22,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,9890.25,935.29,0.0,0.0,935.29,0.0,8954.97,4177.17,6652.53,9.57,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,26,26,52.0,10.0,1,0,0.0,0,0,NORMAL,0.2,160.06,Thursday,9,2022,HEALTHY,NONE,0,0
2022-09-23,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,8954.97,845.2,0.0,0.0,845.2,0.0,8109.76,4177.17,6652.53,9.6,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,24,24,66.2,24.2,1,0,0.0,0,0,NORMAL,0.47,158.86,Friday,9,2022,HEALTHY,NONE,0,0
2022-09-24,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,8109.76,821.33,0.0,0.0,821.33,0.0,7288.43,4177.17,6652.53,8.87,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,23,23,74.6,32.6,2,0,0.0,0,0,NORMAL,0.96,161.55,Saturday,9,2022,HEALTHY,NONE,0,0
2022-09-25,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,7288.43,729.56,0.0,0.0,729.56,0.0,6558.88,4177.17,6652.53,8.99,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,21,21,47.7,5.7,0,1,7022.97,0,0,NORMAL,1.42,160.78,Sunday,9,2022,WATCH,CREATE_PIPELINE_BATCH,0,0
2022-09-26,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,6558.88,864.69,0.0,0.0,864.69,0.0,5694.18,4177.17,6652.53,6.59,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,24,24,48.2,6.2,0,0,0.0,0,0,NORMAL,1.16,157.35,Monday,9,2022,WATCH,NONE,0,0
2022-09-27,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,5694.18,865.41,7022.97,0.0,865.41,0.0,11851.74,4177.17,6652.53,13.69,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,24,24,41.4,0.0,0,0,0.0,0,0,NORMAL,1.78,159.12,Tuesday,9,2022,HEALTHY,NONE,0,0
2022-09-28,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,11851.74,871.17,0.0,0.0,871.17,0.0,10980.57,4177.17,6652.53,12.6,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,24,24,49.8,7.8,0,0,0.0,0,0,NORMAL,2.49,158.67,Wednesday,9,2022,HEALTHY,NONE,0,0
2022-09-29,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,10980.57,832.9,0.0,0.0,832.9,0.0,10147.66,4177.17,6652.53,12.18,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,23,23,56.2,14.2,0,0,0.0,0,0,NORMAL,0.34,158.86,Thursday,9,2022,HEALTHY,NONE,0,0
2022-09-30,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,10147.66,872.95,0.0,0.0,872.95,0.0,9274.72,4177.17,6652.53,10.62,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,25,25,50.9,8.9,0,0,0.0,0,0,NORMAL,2.6,159.86,Friday,9,2022,HEALTHY,NONE,0,0
2022-10-01,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,9274.72,752.98,0.0,0.0,752.98,0.0,8521.73,4177.17,6652.53,11.32,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,21,21,60.3,18.3,1,0,0.0,0,0,NORMAL,1.18,158.99,Saturday,10,2022,HEALTHY,NONE,0,0
2022-10-02,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,8521.73,681.52,0.0,0.0,681.52,0.0,7840.21,4177.17,6652.53,11.5,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,19,19,56.6,14.6,0,0,0.0,0,0,NORMAL,0.22,157.71,Sunday,10,2022,HEALTHY,NONE,0,0
2022-10-03,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,7840.21,846.01,0.0,0.0,846.01,0.0,6994.2,4177.17,6652.53,8.27,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,24,24,52.7,10.7,0,0,0.0,0,0,NORMAL,2.86,160.3,Monday,10,2022,HEALTHY,NONE,0,0
2022-10-04,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,6994.2,869.76,0.0,0.0,869.76,0.0,6124.44,4177.17,6652.53,7.04,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,24,24,38.5,0.0,0,1,7426.08,0,0,NORMAL,9.75,159.52,Tuesday,10,2022,WATCH,CREATE_PIPELINE_BATCH,0,0
2022-10-05,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,6124.44,902.77,0.0,0.0,902.77,0.0,5221.67,4177.17,6652.53,5.78,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,25,25,51.6,9.6,0,0,0.0,0,0,NORMAL,3.27,158.64,Wednesday,10,2022,WATCH,NONE,0,0
2022-10-06,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,5221.67,798.27,7426.08,0.0,798.27,0.0,11849.47,4177.17,6652.53,14.84,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,22,22,55.0,13.0,0,0,0.0,0,0,NORMAL,3.42,158.78,Thursday,10,2022,HEALTHY,NONE,0,0
2022-10-07,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,11849.47,916.08,0.0,0.0,916.08,0.0,10933.4,4177.17,6652.53,11.94,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,26,26,53.6,11.6,1,0,0.0,0,0,NORMAL,0.14,157.9,Friday,10,2022,HEALTHY,NONE,0,0
2022-10-08,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,10933.4,788.74,0.0,0.0,788.74,0.0,10144.66,4177.17,6652.53,12.86,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,22,22,57.7,15.7,0,0,0.0,0,0,NORMAL,5.17,157.39,Saturday,10,2022,HEALTHY,NONE,0,0
2022-10-09,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,10144.66,687.18,0.0,0.0,687.18,0.0,9457.48,4177.17,6652.53,13.76,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,19,19,45.3,3.3,0,0,0.0,0,0,NORMAL,0.02,160.07,Sunday,10,2022,HEALTHY,NONE,0,0
2022-10-10,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,9457.48,892.58,0.0,0.0,892.58,0.0,8564.9,4177.17,6652.53,9.6,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,25,25,54.0,12.0,0,0,0.0,0,0,NORMAL,1.57,159.51,Monday,10,2022,HEALTHY,NONE,0,0
2022-10-11,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,8564.9,887.15,0.0,0.0,887.15,0.0,7677.75,4177.17,6652.53,8.65,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,25,25,50.1,8.1,0,0,0.0,0,0,NORMAL,0.16,158.42,Tuesday,10,2022,HEALTHY,NONE,0,0
2022-10-12,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,7677.75,913.2,0.0,0.0,913.2,0.0,6764.56,4177.17,6652.53,7.41,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,26,26,60.4,18.4,1,0,0.0,0,0,NORMAL,3.63,157.63,Wednesday,10,2022,HEALTHY,NONE,0,0
2022-10-13,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,6764.56,791.71,0.0,0.0,791.71,0.0,5972.85,4177.17,6652.53,7.54,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,22,22,47.5,5.5,0,1,7426.08,0,0,NORMAL,6.32,159.8,Thursday,10,2022,WATCH,CREATE_PIPELINE_BATCH,0,0
2022-10-14,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,5972.85,866.05,0.0,0.0,866.05,0.0,5106.8,4177.17,6652.53,5.9,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,24,24,47.2,5.2,0,0,0.0,0,0,NORMAL,5.58,159.4,Friday,10,2022,WATCH,NONE,0,0
2022-10-15,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,5106.8,874.59,7426.08,0.0,874.59,0.0,11658.29,4177.17,6652.53,13.33,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,25,25,54.2,12.2,0,0,0.0,0,0,NORMAL,2.88,156.64,Saturday,10,2022,HEALTHY,NONE,0,0
2022-10-16,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,11658.29,656.3,0.0,0.0,656.3,0.0,11001.99,4177.17,6652.53,16.76,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,19,19,50.7,8.7,0,0,0.0,0,0,NORMAL,1.68,158.42,Sunday,10,2022,HEALTHY,NONE,0,0
2022-10-17,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,11001.99,865.42,0.0,0.0,865.42,0.0,10136.57,4177.17,6652.53,11.71,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,24,24,49.2,7.2,0,0,0.0,0,0,NORMAL,2.67,158.86,Monday,10,2022,HEALTHY,NONE,0,0
2022-10-18,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,10136.57,868.78,0.0,0.0,868.78,0.0,9267.79,4177.17,6652.53,10.67,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,24,24,59.3,17.3,0,0,0.0,0,0,NORMAL,6.06,158.57,Tuesday,10,2022,HEALTHY,NONE,0,0
2022-10-19,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,9267.79,891.84,0.0,0.0,891.84,0.0,8375.94,4177.17,6652.53,9.39,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,25,25,43.9,1.9,0,0,0.0,0,0,NORMAL,4.03,158.25,Wednesday,10,2022,HEALTHY,NONE,0,0
2022-10-20,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,8375.94,942.14,0.0,0.0,942.14,0.0,7433.8,4177.17,6652.53,7.89,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,26,26,49.6,7.6,1,0,0.0,0,1,NORMAL,2.38,159.78,Thursday,10,2022,HEALTHY,NONE,0,0
2022-10-21,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,7433.8,898.25,0.0,0.0,898.25,0.0,6535.56,4177.17,6652.53,7.28,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,25,25,44.8,2.8,0,1,7426.08,0,0,NORMAL,1.86,158.92,Friday,10,2022,WATCH,CREATE_PIPELINE_BATCH,0,0
2022-10-22,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,6535.56,732.32,0.0,0.0,732.32,0.0,5803.23,4177.17,6652.53,7.92,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,21,21,43.8,1.8,0,0,0.0,0,0,NORMAL,0.7,160.19,Saturday,10,2022,WATCH,NONE,0,0
2022-10-23,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,5803.23,732.32,7426.08,0.0,732.32,0.0,12496.99,4177.17,6652.53,17.06,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,21,21,63.2,21.2,1,0,0.0,0,0,NORMAL,1.66,159.13,Sunday,10,2022,HEALTHY,NONE,0,0
2022-10-24,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,12496.99,838.3,0.0,0.0,838.3,0.0,11658.69,4177.17,6652.53,13.91,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,24,24,52.7,10.7,0,0,0.0,0,0,NORMAL,5.63,160.6,Monday,10,2022,HEALTHY,NONE,0,0
2022-10-25,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,11658.69,838.79,0.0,0.0,838.79,0.0,10819.9,4177.17,6652.53,12.9,Line 4 (Nairobi-Eldoret),510,1,1,4,3200.0,24,24,103.4,61.4,5,0,0.0,0,0,LOADING_BAY_OUTAGE,1.69,158.09,Tuesday,10,2022,HEALTHY,NONE,0,0
2022-10-26,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,10819.9,913.09,0.0,0.0,913.09,0.0,9906.81,4177.17,6652.53,10.85,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,26,26,46.6,4.6,1,0,0.0,0,0,NORMAL,1.53,158.91,Wednesday,10,2022,HEALTHY,NONE,0,0
2022-10-27,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,9906.81,911.52,0.0,0.0,911.52,0.0,8995.29,4177.17,6652.53,9.87,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,26,26,58.8,16.8,1,0,0.0,0,0,NORMAL,2.64,158.27,Thursday,10,2022,HEALTHY,NONE,0,0
2022-10-28,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,8995.29,875.6,0.0,0.0,875.6,0.0,8119.69,4177.17,6652.53,9.27,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,25,25,51.2,9.2,0,0,0.0,0,0,NORMAL,1.14,157.54,Friday,10,2022,HEALTHY,NONE,0,0
2022-10-29,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,8119.69,772.24,0.0,0.0,772.24,0.0,7347.45,4177.17,6652.53,9.51,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,22,22,50.8,8.8,0,0,0.0,0,0,NORMAL,2.13,159.03,Saturday,10,2022,HEALTHY,NONE,0,0
2022-10-30,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,7347.45,749.57,0.0,0.0,749.57,0.0,6597.88,4177.17,6652.53,8.8,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,21,21,46.1,4.1,0,1,7034.0,0,0,NORMAL,1.53,157.44,Sunday,10,2022,WATCH,CREATE_PIPELINE_BATCH,0,0
2022-10-31,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,6597.88,855.05,0.0,0.0,855.05,0.0,5742.83,4177.17,6652.53,6.72,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,24,24,58.4,16.4,0,0,0.0,0,0,NORMAL,5.02,158.67,Monday,10,2022,WATCH,NONE,0,0
2022-11-01,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,5742.83,841.58,7034.0,0.0,841.58,0.0,11935.25,4177.17,6652.53,14.18,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,24,24,45.9,3.9,0,0,0.0,0,0,NORMAL,2.2,159.06,Tuesday,11,2022,HEALTHY,NONE,0,0
2022-11-02,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,11935.25,717.37,0.0,0.0,717.37,0.0,11217.88,4177.17,6652.53,15.64,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,20,20,64.7,22.7,1,0,0.0,0,0,NORMAL,8.32,158.6,Wednesday,11,2022,HEALTHY,NONE,0,0
2022-11-03,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,11217.88,856.16,0.0,0.0,856.16,0.0,10361.72,4177.17,6652.53,12.1,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,24,24,43.6,1.6,0,0,0.0,0,0,NORMAL,0.16,160.23,Thursday,11,2022,HEALTHY,NONE,0,0
2022-11-04,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,10361.72,834.8,0.0,0.0,834.8,0.0,9526.92,4177.17,6652.53,11.41,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,23,23,50.8,8.8,0,0,0.0,0,0,NORMAL,2.57,159.48,Friday,11,2022,HEALTHY,NONE,0,0
2022-11-05,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,9526.92,773.14,0.0,0.0,773.14,0.0,8753.78,4177.17,6652.53,11.32,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,22,22,73.6,31.6,2,0,0.0,0,0,NORMAL,4.9,159.79,Saturday,11,2022,HEALTHY,NONE,0,0
2022-11-06,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,8753.78,671.04,0.0,0.0,671.04,0.0,8082.73,4177.17,6652.53,12.05,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,19,19,45.2,3.2,0,0,0.0,0,0,NORMAL,0.41,157.64,Sunday,11,2022,HEALTHY,NONE,0,0
2022-11-07,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,8082.73,801.44,0.0,0.0,801.44,0.0,7281.29,4177.17,6652.53,9.09,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,23,23,46.7,4.7,0,0,0.0,0,0,NORMAL,0.76,158.79,Monday,11,2022,HEALTHY,NONE,0,0
2022-11-08,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,7281.29,923.36,0.0,0.0,923.36,0.0,6357.94,4177.17,6652.53,6.89,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,26,26,48.0,6.0,1,1,7426.08,0,0,NORMAL,1.94,159.37,Tuesday,11,2022,WATCH,CREATE_PIPELINE_BATCH,0,0
2022-11-09,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,6357.94,760.87,0.0,0.0,760.87,0.0,5597.06,4177.17,6652.53,7.36,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,21,21,48.0,6.0,0,0,0.0,0,0,NORMAL,0.94,158.9,Wednesday,11,2022,WATCH,NONE,0,0
2022-11-10,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,5597.06,803.76,7426.08,0.0,803.76,0.0,12219.38,4177.17,6652.53,15.2,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,23,23,55.0,13.0,0,0,0.0,0,0,NORMAL,1.08,158.88,Thursday,11,2022,HEALTHY,NONE,0,0
2022-11-11,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,12219.38,860.51,0.0,0.0,860.51,0.0,11358.87,4177.17,6652.53,13.2,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,24,24,60.0,18.0,1,0,0.0,0,0,NORMAL,1.31,157.99,Friday,11,2022,HEALTHY,NONE,0,0
2022-11-12,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,11358.87,709.29,0.0,0.0,709.29,0.0,10649.58,4177.17,6652.53,15.01,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,20,20,46.9,4.9,0,0,0.0,0,0,NORMAL,5.98,159.3,Saturday,11,2022,HEALTHY,NONE,0,0
2022-11-13,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,10649.58,675.81,0.0,0.0,675.81,0.0,9973.78,4177.17,6652.53,14.76,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,19,19,54.3,12.3,0,0,0.0,0,0,NORMAL,2.16,158.7,Sunday,11,2022,HEALTHY,NONE,0,0
2022-11-14,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,9973.78,804.46,0.0,0.0,804.46,0.0,9169.32,4177.17,6652.53,11.4,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,23,23,48.8,6.8,0,0,0.0,0,0,NORMAL,2.67,159.45,Monday,11,2022,HEALTHY,NONE,0,0
2022-11-15,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,9169.32,809.07,0.0,0.0,809.07,0.0,8360.25,4177.17,6652.53,10.33,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,23,23,56.5,14.5,0,0,0.0,0,0,NORMAL,1.67,159.44,Tuesday,11,2022,HEALTHY,NONE,0,0
2022-11-16,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,8360.25,765.6,0.0,0.0,765.6,0.0,7594.64,4177.17,6652.53,9.92,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,22,22,57.5,15.5,0,0,0.0,0,0,NORMAL,4.13,159.51,Wednesday,11,2022,HEALTHY,NONE,0,0
2022-11-17,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,7594.64,849.01,0.0,0.0,849.01,0.0,6745.63,4177.17,6652.53,7.95,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,24,24,55.7,13.7,0,0,0.0,0,0,NORMAL,7.52,161.99,Thursday,11,2022,HEALTHY,NONE,0,0
2022-11-18,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,6745.63,960.32,0.0,0.0,960.32,0.0,5785.31,4177.17,6652.53,6.02,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,27,27,59.4,17.4,1,1,7426.08,0,0,NORMAL,1.99,161.19,Friday,11,2022,WATCH,CREATE_PIPELINE_BATCH,0,0
2022-11-19,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,5785.31,755.63,0.0,0.0,755.63,0.0,5029.68,4177.17,6652.53,6.66,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,21,21,49.7,7.7,0,0,0.0,0,0,NORMAL,3.97,159.04,Saturday,11,2022,WATCH,NONE,0,0
2022-11-20,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,5029.68,674.93,7426.08,0.0,674.93,0.0,11780.83,4177.17,6652.53,17.45,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,19,19,55.6,13.6,0,0,0.0,0,0,NORMAL,3.58,159.77,Sunday,11,2022,HEALTHY,NONE,0,0
2022-11-21,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,11780.83,833.13,0.0,0.0,833.13,0.0,10947.69,4177.17,6652.53,13.14,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,23,23,63.9,21.9,1,0,0.0,0,0,NORMAL,1.44,159.48,Monday,11,2022,HEALTHY,NONE,0,0
2022-11-22,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,10947.69,797.04,0.0,0.0,797.04,0.0,10150.65,4177.17,6652.53,12.74,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,22,22,49.7,7.7,0,0,0.0,0,0,NORMAL,0.36,160.0,Tuesday,11,2022,HEALTHY,NONE,0,0
2022-11-23,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,10150.65,786.54,0.0,0.0,786.54,0.0,9364.11,4177.17,6652.53,11.91,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,22,22,43.7,1.7,0,0,0.0,0,0,NORMAL,0.85,159.67,Wednesday,11,2022,HEALTHY,NONE,0,0
2022-11-24,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,9364.11,807.38,0.0,0.0,807.38,0.0,8556.72,4177.17,6652.53,10.6,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,23,23,51.3,9.3,0,0,0.0,0,0,NORMAL,5.13,159.14,Thursday,11,2022,HEALTHY,NONE,0,0
2022-11-25,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,8556.72,906.79,0.0,0.0,906.79,0.0,7649.94,4177.17,6652.53,8.44,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,25,25,49.2,7.2,0,0,0.0,0,0,NORMAL,1.66,160.77,Friday,11,2022,HEALTHY,NONE,0,0
2022-11-26,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,7649.94,709.29,0.0,0.0,709.29,0.0,6940.65,4177.17,6652.53,9.79,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,20,20,58.6,16.6,0,0,0.0,0,0,NORMAL,1.2,160.91,Saturday,11,2022,HEALTHY,NONE,0,0
2022-11-27,SIMULATED_HISTORY,AUTONOMOUS,Eldoret,PMS,15471,6940.65,652.52,0.0,0.0,652.52,0.0,6288.13,4177.17,6652.53,9.64,Line 4 (Nairobi-Eldoret),510,1,1,5,4000.0,18,18,44.2,2.2,0,1,7101.14,0,0,NORMAL,1.99,158.81,Sunday,11,2022,WATCH,CREATE_PIPELINE_BATCH,0,0
