date,record_status,depot,product,customer_orders_m3,holiday_flag,rainfall_mm,reference_price_kes_l,day_of_week,month,year,demand_lag_1_m3,demand_lag_7_m3,demand_lag_14_m3,demand_lag_28_m3,rolling_7d_mean_m3,rolling_28d_mean_m3,dow_num,dow_sin,dow_cos,month_sin,month_cos,baseline_forecast_m3
2022-10-27,SIMULATED_HISTORY,Eldoret,AGO,1443.44,0,2.29,140.02,Thursday,10,2022,1417.43,1365.88,1509.64,1443.31,1318.15,1329.57,3,0.433884,-0.900969,-1.0,-0.0,1349.54
2022-10-28,SIMULATED_HISTORY,Eldoret,AGO,1494.14,0,3.82,142.99,Friday,10,2022,1443.44,1279.47,1308.75,1206.83,1329.23,1329.58,4,-0.433884,-0.900969,-1.0,-0.0,1302.02
2022-10-29,SIMULATED_HISTORY,Eldoret,AGO,1309.05,0,1.52,141.03,Saturday,10,2022,1494.14,1224.54,1312.39,1303.14,1359.9,1339.84,5,-0.974928,-0.222521,-1.0,-0.0,1276.42
2022-10-30,SIMULATED_HISTORY,Eldoret,AGO,1203.83,0,0.22,143.53,Sunday,10,2022,1309.05,1138.34,1126.55,1138.9,1371.97,1340.05,6,-0.781831,0.62349,-1.0,-0.0,1229.11
2022-10-31,SIMULATED_HISTORY,Eldoret,AGO,1376.12,0,2.48,141.57,Monday,10,2022,1203.83,1336.66,1372.34,1323.76,1381.33,1342.37,0,0.0,1.0,-1.0,-0.0,1339.23
2022-11-01,SIMULATED_HISTORY,Eldoret,AGO,1231.83,0,0.63,142.57,Tuesday,11,2022,1376.12,1464.73,1348.79,1351.18,1386.96,1344.24,1,0.781831,0.62349,-0.866025,0.5,1410.51
2022-11-02,SIMULATED_HISTORY,Eldoret,AGO,1238.24,0,1.51,139.79,Wednesday,11,2022,1231.83,1417.43,1447.89,1590.34,1353.69,1339.98,2,0.974928,-0.222521,-0.866025,0.5,1382.58
2022-11-03,SIMULATED_HISTORY,Eldoret,AGO,1166.98,0,4.84,139.43,Thursday,11,2022,1238.24,1443.44,1365.88,1391.15,1328.09,1327.4,3,0.433884,-0.900969,-0.866025,0.5,1391.22
2022-11-04,SIMULATED_HISTORY,Eldoret,AGO,1188.68,0,1.31,141.85,Friday,11,2022,1166.98,1494.14,1279.47,1350.77,1288.6,1319.4,4,-0.433884,-0.900969,-0.866025,0.5,1415.51
2022-11-05,SIMULATED_HISTORY,Eldoret,AGO,989.44,0,1.26,140.63,Saturday,11,2022,1188.68,1309.05,1224.54,1360.44,1244.96,1313.61,5,-0.974928,-0.222521,-0.866025,0.5,1311.1
2022-11-06,SIMULATED_HISTORY,Eldoret,AGO,977.49,0,2.22,142.51,Sunday,11,2022,989.44,1203.83,1138.34,1161.17,1199.3,1300.36,6,-0.781831,0.62349,-0.866025,0.5,1247.27
2022-11-07,SIMULATED_HISTORY,Eldoret,AGO,1122.37,0,1.06,141.24,Monday,11,2022,977.49,1376.12,1336.66,1288.55,1166.97,1293.8,0,0.0,1.0,-0.866025,0.5,1339.07
2022-11-08,SIMULATED_HISTORY,Eldoret,AGO,1214.14,0,1.41,141.81,Tuesday,11,2022,1122.37,1231.83,1464.73,1362.35,1130.72,1287.86,1,0.781831,0.62349,-0.866025,0.5,1257.04
2022-11-09,SIMULATED_HISTORY,Eldoret,AGO,1272.77,0,1.27,140.68,Wednesday,11,2022,1214.14,1238.24,1417.43,1302.78,1128.19,1282.57,2,0.974928,-0.222521,-0.866025,0.5,1258.19
2022-11-10,SIMULATED_HISTORY,Eldoret,AGO,1188.64,0,1.9,141.3,Thursday,11,2022,1272.77,1166.98,1443.44,1509.64,1133.12,1281.5,3,0.433884,-0.900969,-0.866025,0.5,1218.51
2022-11-11,SIMULATED_HISTORY,Eldoret,AGO,1215.34,0,5.23,141.44,Friday,11,2022,1188.64,1188.68,1494.14,1308.75,1136.22,1270.03,4,-0.433884,-0.900969,-0.866025,0.5,1225.29
2022-11-12,SIMULATED_HISTORY,Eldoret,AGO,1091.25,0,0.9,142.42,Saturday,11,2022,1215.34,989.44,1309.05,1312.39,1140.03,1266.7,5,-0.974928,-0.222521,-0.866025,0.5,1114.21
2022-11-13,SIMULATED_HISTORY,Eldoret,AGO,969.55,0,4.57,141.72,Sunday,11,2022,1091.25,977.49,1203.83,1126.55,1154.57,1258.8,6,-0.781831,0.62349,-0.866025,0.5,1104.08
2022-11-14,SIMULATED_HISTORY,Eldoret,AGO,1108.46,0,0.87,142.99,Monday,11,2022,969.55,1122.37,1376.12,1372.34,1153.44,1253.19,0,0.0,1.0,-0.866025,0.5,1181.24
2022-11-15,SIMULATED_HISTORY,Eldoret,AGO,1249.07,0,4.11,141.39,Tuesday,11,2022,1108.46,1214.14,1231.83,1348.79,1151.45,1243.77,1,0.781831,0.62349,-0.866025,0.5,1227.47
2022-11-16,SIMULATED_HISTORY,Eldoret,AGO,1236.36,0,7.16,143.32,Wednesday,11,2022,1249.07,1272.77,1238.24,1447.89,1156.44,1240.21,2,0.974928,-0.222521,-0.866025,0.5,1258.12
2022-11-17,SIMULATED_HISTORY,Eldoret,AGO,1250.18,0,2.21,141.21,Thursday,11,2022,1236.36,1188.64,1166.98,1365.88,1151.24,1232.65,3,0.433884,-0.900969,-0.866025,0.5,1208.45
2022-11-18,SIMULATED_HISTORY,Eldoret,AGO,1178.07,0,1.77,142.12,Friday,11,2022,1250.18,1215.34,1188.68,1279.47,1160.03,1228.52,4,-0.433884,-0.900969,-0.866025,0.5,1221.27
2022-11-19,SIMULATED_HISTORY,Eldoret,AGO,1115.93,0,2.94,141.16,Saturday,11,2022,1178.07,1091.25,989.44,1224.54,1154.71,1224.9,5,-0.974928,-0.222521,-0.866025,0.5,1151.39
2022-11-20,SIMULATED_HISTORY,Eldoret,AGO,955.5,0,3.77,142.29,Sunday,11,2022,1115.93,969.55,977.49,1138.34,1158.23,1221.02,6,-0.781831,0.62349,-0.866025,0.5,1082.71
2022-11-21,SIMULATED_HISTORY,Eldoret,AGO,1206.52,0,1.87,141.64,Monday,11,2022,955.5,1108.46,1122.37,1336.66,1156.22,1214.49,0,0.0,1.0,-0.866025,0.5,1156.17
2022-11-22,SIMULATED_HISTORY,Eldoret,AGO,1163.1,0,0.43,141.92,Tuesday,11,2022,1206.52,1249.07,1214.14,1464.73,1170.23,1209.84,1,0.781831,0.62349,-0.866025,0.5,1231.42
2022-11-23,SIMULATED_HISTORY,Eldoret,AGO,1122.43,0,0.22,143.03,Wednesday,11,2022,1163.1,1236.36,1272.77,1417.43,1157.95,1199.07,2,0.974928,-0.222521,-0.866025,0.5,1219.58
2022-11-24,SIMULATED_HISTORY,Eldoret,AGO,1216.76,0,0.45,141.16,Thursday,11,2022,1122.43,1250.18,1188.64,1443.44,1141.68,1188.53,3,0.433884,-0.900969,-0.866025,0.5,1222.44
2022-11-25,SIMULATED_HISTORY,Eldoret,AGO,1151.6,0,4.54,140.82,Friday,11,2022,1216.76,1178.07,1215.34,1494.14,1136.9,1180.44,4,-0.433884,-0.900969,-0.866025,0.5,1179.14
2022-11-26,SIMULATED_HISTORY,Eldoret,AGO,1120.37,0,4.87,141.35,Saturday,11,2022,1151.6,1115.93,1091.25,1309.05,1133.12,1168.2,5,-0.974928,-0.222521,-0.866025,0.5,1139.45
2022-11-27,SIMULATED_HISTORY,Eldoret,AGO,944.37,0,2.03,141.16,Sunday,11,2022,1120.37,955.5,969.55,1203.83,1133.75,1161.46,6,-0.781831,0.62349,-0.866025,0.5,1048.18
2022-11-28,SIMULATED_HISTORY,Eldoret,AGO,1159.37,0,3.34,143.24,Monday,11,2022,944.37,1206.52,1108.46,1376.12,1132.16,1152.2,0,0.0,1.0,-0.866025,0.5,1182.08
2022-11-29,SIMULATED_HISTORY,Eldoret,AGO,1273.81,0,0.49,143.14,Tuesday,11,2022,1159.37,1163.1,1249.07,1231.83,1125.43,1144.46,1,0.781831,0.62349,-0.866025,0.5,1154.71
2022-11-30,SIMULATED_HISTORY,Eldoret,AGO,1207.68,0,1.09,141.0,Wednesday,11,2022,1273.81,1122.43,1236.36,1238.24,1141.24,1145.96,2,0.974928,-0.222521,-0.866025,0.5,1133.02
2022-12-01,SIMULATED_HISTORY,Eldoret,AGO,1185.19,0,2.64,142.0,Thursday,12,2022,1207.68,1216.76,1250.18,1166.98,1153.42,1144.87,3,0.433884,-0.900969,-0.5,0.866025,1184.41
2022-12-02,SIMULATED_HISTORY,Eldoret,AGO,1125.46,0,2.21,143.16,Friday,12,2022,1185.19,1151.6,1178.07,1188.68,1148.91,1145.52,4,-0.433884,-0.900969,-0.5,0.866025,1148.86
2022-12-03,SIMULATED_HISTORY,Eldoret,AGO,966.34,0,2.02,144.78,Saturday,12,2022,1125.46,1120.37,1115.93,989.44,1145.18,1143.26,5,-0.974928,-0.222521,-0.5,0.866025,1130.67
2022-12-04,SIMULATED_HISTORY,Eldoret,AGO,985.6,0,1.7,142.74,Sunday,12,2022,966.34,944.37,955.5,977.49,1123.17,1142.43,6,-0.781831,0.62349,-0.5,0.866025,1033.5
2022-12-05,SIMULATED_HISTORY,Eldoret,AGO,1085.97,0,1.02,142.95,Monday,12,2022,985.6,1159.37,1206.52,1122.37,1129.06,1142.72,0,0.0,1.0,-0.5,0.866025,1151.88
2022-12-06,SIMULATED_HISTORY,Eldoret,AGO,1163.74,0,2.02,144.11,Tuesday,12,2022,1085.97,1273.81,1163.1,1214.14,1118.58,1141.42,1,0.781831,0.62349,-0.5,0.866025,1214.24
2022-12-07,SIMULATED_HISTORY,Eldoret,AGO,1192.88,0,2.26,144.96,Wednesday,12,2022,1163.74,1207.68,1122.43,1272.77,1102.85,1139.62,2,0.974928,-0.222521,-0.5,0.866025,1177.05
2022-12-08,SIMULATED_HISTORY,Eldoret,AGO,1237.62,0,1.78,142.48,Thursday,12,2022,1192.88,1185.19,1216.76,1188.64,1100.74,1136.77,3,0.433884,-0.900969,-0.5,0.866025,1163.4
2022-12-09,SIMULATED_HISTORY,Eldoret,AGO,1246.94,0,2.51,144.46,Friday,12,2022,1237.62,1125.46,1151.6,1215.34,1108.23,1138.52,4,-0.433884,-0.900969,-0.5,0.866025,1131.34
2022-12-10,SIMULATED_HISTORY,Eldoret,AGO,1084.52,0,2.48,142.16,Saturday,12,2022,1246.94,966.34,1120.37,1091.25,1125.58,1139.65,5,-0.974928,-0.222521,-0.5,0.866025,1044.33
2022-12-11,SIMULATED_HISTORY,Eldoret,AGO,994.42,0,1.92,142.32,Sunday,12,2022,1084.52,985.6,944.37,969.55,1142.47,1139.41,6,-0.781831,0.62349,-0.5,0.866025,1054.81
2022-12-12,SIMULATED_HISTORY,Eldoret,AGO,1280.23,1,3.84,142.55,Monday,12,2022,994.42,1085.97,1159.37,1108.46,1143.73,1140.29,0,0.0,1.0,-0.5,0.866025,1110.42
2022-12-13,SIMULATED_HISTORY,Eldoret,AGO,1200.87,0,2.81,143.33,Tuesday,12,2022,1280.23,1163.74,1273.81,1249.07,1171.48,1146.43,1,0.781831,0.62349,-0.5,0.866025,1155.95
2022-12-14,SIMULATED_HISTORY,Eldoret,AGO,1291.49,0,1.16,142.47,Wednesday,12,2022,1200.87,1192.88,1207.68,1236.36,1176.78,1144.71,2,0.974928,-0.222521,-0.5,0.866025,1171.2
2022-12-15,SIMULATED_HISTORY,Eldoret,AGO,1134.87,0,1.73,143.62,Thursday,12,2022,1291.49,1237.62,1185.19,1250.18,1190.87,1146.68,3,0.433884,-0.900969,-0.5,0.866025,1196.7
2022-12-16,SIMULATED_HISTORY,Eldoret,AGO,1240.61,0,0.74,142.84,Friday,12,2022,1134.87,1246.94,1125.46,1178.07,1176.19,1142.56,4,-0.433884,-0.900969,-0.5,0.866025,1199.97
2022-12-17,SIMULATED_HISTORY,Eldoret,AGO,1076.67,0,4.02,144.15,Saturday,12,2022,1240.61,1084.52,966.34,1115.93,1175.29,1144.79,5,-0.974928,-0.222521,-0.5,0.866025,1111.64
2022-12-18,SIMULATED_HISTORY,Eldoret,AGO,974.67,0,2.15,144.14,Sunday,12,2022,1076.67,994.42,985.6,955.5,1174.17,1143.39,6,-0.781831,0.62349,-0.5,0.866025,1061.46
2022-12-19,SIMULATED_HISTORY,Eldoret,AGO,1166.08,0,0.25,141.96,Monday,12,2022,974.67,1280.23,1085.97,1206.52,1171.34,1144.08,0,0.0,1.0,-0.5,0.866025,1218.96
2022-12-20,SIMULATED_HISTORY,Eldoret,AGO,1127.96,0,0.49,143.67,Tuesday,12,2022,1166.08,1200.87,1163.74,1163.1,1155.04,1142.63,1,0.781831,0.62349,-0.5,0.866025,1174.66
2022-12-21,SIMULATED_HISTORY,Eldoret,AGO,1199.74,0,2.48,142.97,Wednesday,12,2022,1127.96,1291.49,1192.88,1122.43,1144.62,1141.38,2,0.974928,-0.222521,-0.5,0.866025,1223.94
2022-12-22,SIMULATED_HISTORY,Eldoret,AGO,1127.48,0,3.87,144.44,Thursday,12,2022,1199.74,1134.87,1237.62,1216.76,1131.51,1144.14,3,0.433884,-0.900969,-0.5,0.866025,1139.04
2022-12-23,SIMULATED_HISTORY,Eldoret,AGO,1359.57,0,3.11,143.78,Friday,12,2022,1127.48,1240.61,1246.94,1151.6,1130.46,1140.95,4,-0.433884,-0.900969,-0.5,0.866025,1195.76
2022-12-24,SIMULATED_HISTORY,Eldoret,AGO,1118.89,0,2.36,142.71,Saturday,12,2022,1359.57,1076.67,1084.52,1120.37,1147.45,1148.38,5,-0.974928,-0.222521,-0.5,0.866025,1108.94
2022-12-25,SIMULATED_HISTORY,Eldoret,AGO,938.16,1,2.11,143.09,Sunday,12,2022,1118.89,974.67,994.42,944.37,1153.48,1148.32,6,-0.781831,0.62349,-0.5,0.866025,1052.81
2022-12-26,SIMULATED_HISTORY,Eldoret,AGO,1145.99,1,4.58,144.73,Monday,12,2022,938.16,1166.08,1280.23,1159.37,1148.27,1148.1,0,0.0,1.0,-0.5,0.866025,1157.99
2022-12-27,SIMULATED_HISTORY,Eldoret,AGO,1247.47,0,1.47,142.61,Tuesday,12,2022,1145.99,1127.96,1200.87,1273.81,1145.4,1147.62,1,0.781831,0.62349,-0.5,0.866025,1136.81
2022-12-28,SIMULATED_HISTORY,Eldoret,AGO,1157.31,0,3.5,142.64,Wednesday,12,2022,1247.47,1199.74,1291.49,1207.68,1162.47,1146.68,2,0.974928,-0.222521,-0.5,0.866025,1175.86
2022-12-29,SIMULATED_HISTORY,Eldoret,AGO,1146.53,0,10.07,142.9,Thursday,12,2022,1157.31,1127.48,1134.87,1185.19,1156.41,1144.88,3,0.433884,-0.900969,-0.5,0.866025,1135.31
2022-12-30,SIMULATED_HISTORY,Eldoret,AGO,1145.5,0,2.83,143.67,Friday,12,2022,1146.53,1359.57,1240.61,1125.46,1159.13,1143.5,4,-0.433884,-0.900969,-0.5,0.866025,1262.34
2022-12-31,SIMULATED_HISTORY,Eldoret,AGO,1079.41,0,1.33,143.1,Saturday,12,2022,1145.5,1118.89,1076.67,966.34,1128.55,1144.22,5,-0.974928,-0.222521,-0.5,0.866025,1130.29
2023-01-01,SIMULATED_HISTORY,Eldoret,AGO,1035.91,1,0.84,189.05,Sunday,1,2023,1079.41,938.16,974.67,985.6,1122.91,1148.26,6,-0.781831,0.62349,0.0,1.0,1032.7
2023-01-02,SIMULATED_HISTORY,Eldoret,AGO,1063.47,0,0.16,189.58,Monday,1,2023,1035.91,1145.99,1166.08,1085.97,1136.87,1150.05,0,0.0,1.0,0.0,1.0,1147.82
2023-01-03,SIMULATED_HISTORY,Eldoret,AGO,1083.22,0,1.72,188.61,Tuesday,1,2023,1063.47,1247.47,1127.96,1163.74,1125.09,1149.25,1,0.781831,0.62349,0.0,1.0,1203.27
2023-01-04,SIMULATED_HISTORY,Eldoret,AGO,1277.65,0,0.93,185.76,Wednesday,1,2023,1083.22,1157.31,1199.74,1192.88,1101.62,1146.37,2,0.974928,-0.222521,0.0,1.0,1152.39
2023-01-05,SIMULATED_HISTORY,Eldoret,AGO,1191.74,0,2.63,188.22,Thursday,1,2023,1277.65,1146.53,1127.48,1237.62,1118.81,1149.4,3,0.433884,-0.900969,0.0,1.0,1147.82
2023-01-06,SIMULATED_HISTORY,Eldoret,AGO,1219.68,0,1.55,189.57,Friday,1,2023,1191.74,1145.5,1359.57,1246.94,1125.27,1147.76,4,-0.433884,-0.900969,0.0,1.0,1146.52
2023-01-07,SIMULATED_HISTORY,Eldoret,AGO,1097.0,0,0.57,187.86,Saturday,1,2023,1219.68,1079.41,1118.89,1084.52,1135.87,1146.79,5,-0.974928,-0.222521,0.0,1.0,1109.73
2023-01-08,SIMULATED_HISTORY,Eldoret,AGO,1130.46,0,7.3,186.72,Sunday,1,2023,1097.0,1035.91,938.16,994.42,1138.38,1147.24,6,-0.781831,0.62349,0.0,1.0,1086.01
2023-01-09,SIMULATED_HISTORY,Eldoret,AGO,1217.56,0,0.79,189.53,Monday,1,2023,1130.46,1063.47,1145.99,1280.23,1151.89,1152.09,0,0.0,1.0,0.0,1.0,1103.35
2023-01-10,SIMULATED_HISTORY,Eldoret,AGO,1250.35,0,0.36,188.96,Tuesday,1,2023,1217.56,1083.22,1247.47,1200.87,1173.9,1149.86,1,0.781831,0.62349,0.0,1.0,1113.21
2023-01-11,SIMULATED_HISTORY,Eldoret,AGO,1144.08,0,0.7,188.62,Wednesday,1,2023,1250.35,1277.65,1157.31,1291.49,1197.78,1151.62,2,0.974928,-0.222521,0.0,1.0,1220.94
2023-01-12,SIMULATED_HISTORY,Eldoret,AGO,1143.12,0,1.29,186.28,Thursday,1,2023,1144.08,1191.74,1146.53,1134.87,1178.7,1146.36,3,0.433884,-0.900969,0.0,1.0,1171.32
2023-01-13,SIMULATED_HISTORY,Eldoret,AGO,1233.81,0,0.43,187.44,Friday,1,2023,1143.12,1219.68,1145.5,1240.61,1171.75,1146.65,4,-0.433884,-0.900969,0.0,1.0,1186.82
2023-01-14,SIMULATED_HISTORY,Eldoret,AGO,1093.68,0,2.3,188.27,Saturday,1,2023,1233.81,1097.0,1079.41,1076.67,1173.77,1146.41,5,-0.974928,-0.222521,0.0,1.0,1119.23
2023-01-15,SIMULATED_HISTORY,Eldoret,AGO,1032.71,0,0.94,190.2,Sunday,1,2023,1093.68,1130.46,1035.91,974.67,1173.29,1147.02,6,-0.781831,0.62349,0.0,1.0,1137.91
2023-01-16,SIMULATED_HISTORY,Eldoret,AGO,1116.37,0,0.99,188.66,Monday,1,2023,1032.71,1217.56,1063.47,1166.08,1159.33,1149.09,0,0.0,1.0,0.0,1.0,1186.75
2023-01-17,SIMULATED_HISTORY,Eldoret,AGO,1224.37,0,2.18,190.18,Tuesday,1,2023,1116.37,1250.35,1083.22,1127.96,1144.87,1147.32,1,0.781831,0.62349,0.0,1.0,1203.98
2023-01-18,SIMULATED_HISTORY,Eldoret,AGO,1075.11,0,0.92,188.32,Wednesday,1,2023,1224.37,1144.08,1277.65,1199.74,1141.16,1150.76,2,0.974928,-0.222521,0.0,1.0,1147.09
2023-01-19,SIMULATED_HISTORY,Eldoret,AGO,1165.82,0,4.2,187.04,Thursday,1,2023,1075.11,1143.12,1191.74,1127.48,1131.31,1146.31,3,0.433884,-0.900969,0.0,1.0,1144.55
2023-01-20,SIMULATED_HISTORY,Eldoret,AGO,1393.56,0,0.51,187.5,Friday,1,2023,1165.82,1233.81,1219.68,1359.57,1134.55,1147.68,4,-0.433884,-0.900969,0.0,1.0,1195.05
2023-01-21,SIMULATED_HISTORY,Eldoret,AGO,1174.79,0,0.31,187.69,Saturday,1,2023,1393.56,1093.68,1097.0,1118.89,1157.37,1148.89,5,-0.974928,-0.222521,0.0,1.0,1118.52
2023-01-22,SIMULATED_HISTORY,Eldoret,AGO,982.26,0,0.35,189.87,Sunday,1,2023,1174.79,1032.71,1130.46,938.16,1168.96,1150.89,6,-0.781831,0.62349,0.0,1.0,1085.89
2023-01-23,SIMULATED_HISTORY,Eldoret,AGO,1155.97,0,0.74,188.03,Monday,1,2023,982.26,1116.37,1217.56,1145.99,1161.75,1152.46,0,0.0,1.0,0.0,1.0,1132.61
2023-01-24,SIMULATED_HISTORY,Eldoret,AGO,1161.09,0,2.65,186.78,Tuesday,1,2023,1155.97,1224.37,1250.35,1247.47,1167.41,1152.82,1,0.781831,0.62349,0.0,1.0,1192.17
2023-01-25,SIMULATED_HISTORY,Eldoret,AGO,1135.95,0,1.86,188.64,Wednesday,1,2023,1161.09,1075.11,1144.08,1157.31,1158.37,1149.73,2,0.974928,-0.222521,0.0,1.0,1108.69
2023-01-26,SIMULATED_HISTORY,Eldoret,AGO,1176.07,0,1.77,187.71,Thursday,1,2023,1135.95,1165.82,1143.12,1146.53,1167.06,1148.97,3,0.433884,-0.900969,0.0,1.0,1158.24
2023-01-27,SIMULATED_HISTORY,Eldoret,AGO,1391.84,0,2.88,188.11,Friday,1,2023,1176.07,1393.56,1233.81,1145.5,1168.53,1150.03,4,-0.433884,-0.900969,0.0,1.0,1283.97
2023-01-28,SIMULATED_HISTORY,Eldoret,AGO,1049.5,0,0.69,187.92,Saturday,1,2023,1391.84,1174.79,1093.68,1079.41,1168.28,1158.82,5,-0.974928,-0.222521,0.0,1.0,1167.6
2023-01-29,SIMULATED_HISTORY,Eldoret,AGO,1016.17,0,1.62,187.56,Sunday,1,2023,1049.5,982.26,1032.71,1035.91,1150.38,1157.75,6,-0.781831,0.62349,0.0,1.0,1061.23
2023-01-30,SIMULATED_HISTORY,Eldoret,AGO,1138.93,0,0.71,188.07,Monday,1,2023,1016.17,1155.97,1116.37,1063.47,1155.23,1157.05,0,0.0,1.0,0.0,1.0,1156.46
2023-01-31,SIMULATED_HISTORY,Eldoret,AGO,1111.36,0,1.44,188.19,Tuesday,1,2023,1138.93,1161.09,1224.37,1083.22,1152.79,1159.74,1,0.781831,0.62349,0.0,1.0,1160.48
2023-02-01,SIMULATED_HISTORY,Eldoret,AGO,1092.7,0,2.01,189.2,Wednesday,2,2023,1111.36,1135.95,1075.11,1277.65,1145.69,1160.75,2,0.974928,-0.222521,0.5,0.866025,1147.11
2023-02-02,SIMULATED_HISTORY,Eldoret,AGO,1090.62,0,1.22,188.54,Thursday,2,2023,1092.7,1176.07,1165.82,1191.74,1139.51,1154.14,3,0.433884,-0.900969,0.5,0.866025,1166.2
2023-02-03,SIMULATED_HISTORY,Eldoret,AGO,1090.58,0,0.3,189.85,Friday,2,2023,1090.62,1391.84,1393.56,1219.68,1127.3,1150.53,4,-0.433884,-0.900969,0.5,0.866025,1283.25
2023-02-04,SIMULATED_HISTORY,Eldoret,AGO,873.1,0,0.31,191.14,Saturday,2,2023,1090.58,1049.5,1174.79,1097.0,1084.27,1145.92,5,-0.974928,-0.222521,0.5,0.866025,1092.89
2023-02-05,SIMULATED_HISTORY,Eldoret,AGO,800.62,0,1.34,190.87,Sunday,2,2023,873.1,1016.17,982.26,1130.46,1059.07,1137.93,6,-0.781831,0.62349,0.5,0.866025,1070.96
2023-02-06,SIMULATED_HISTORY,Eldoret,AGO,1052.34,0,4.57,189.5,Monday,2,2023,800.62,1138.93,1155.97,1217.56,1028.27,1126.15,0,0.0,1.0,0.5,0.866025,1133.18
2023-02-07,SIMULATED_HISTORY,Eldoret,AGO,1136.62,0,0.05,188.71,Tuesday,2,2023,1052.34,1111.36,1161.09,1250.35,1015.9,1120.25,1,0.781831,0.62349,0.5,0.866025,1115.36
2023-02-08,SIMULATED_HISTORY,Eldoret,AGO,1025.71,0,0.69,192.01,Wednesday,2,2023,1136.62,1092.7,1135.95,1144.08,1019.51,1116.18,2,0.974928,-0.222521,0.5,0.866025,1103.27
2023-02-09,SIMULATED_HISTORY,Eldoret,AGO,1033.57,0,0.37,191.21,Thursday,2,2023,1025.71,1090.62,1176.07,1143.12,1009.94,1111.96,3,0.433884,-0.900969,0.5,0.866025,1100.22
2023-02-10,SIMULATED_HISTORY,Eldoret,AGO,1194.8,0,3.95,189.34,Friday,2,2023,1033.57,1090.58,1391.84,1233.81,1001.79,1108.04,4,-0.433884,-0.900969,0.5,0.866025,1098.44
2023-02-11,SIMULATED_HISTORY,Eldoret,AGO,1028.18,0,1.42,190.6,Saturday,2,2023,1194.8,873.1,1049.5,1093.68,1016.68,1106.65,5,-0.974928,-0.222521,0.5,0.866025,978.2
2023-02-12,SIMULATED_HISTORY,Eldoret,AGO,910.88,0,0.51,190.28,Sunday,2,2023,1028.18,800.62,1016.17,1032.71,1038.83,1104.31,6,-0.781831,0.62349,0.5,0.866025,937.28
2023-02-13,SIMULATED_HISTORY,Eldoret,AGO,1112.1,0,2.67,192.51,Monday,2,2023,910.88,1052.34,1138.93,1116.37,1054.59,1099.96,0,0.0,1.0,0.5,0.866025,1073.77
2023-02-14,SIMULATED_HISTORY,Eldoret,AGO,974.48,0,2.98,190.71,Tuesday,2,2023,1112.1,1136.62,1111.36,1224.37,1063.12,1099.81,1,0.781831,0.62349,0.5,0.866025,1120.05
2023-02-15,SIMULATED_HISTORY,Eldoret,AGO,1049.05,0,6.39,189.0,Wednesday,2,2023,974.48,1025.71,1092.7,1075.11,1039.96,1090.88,2,0.974928,-0.222521,0.5,0.866025,1055.04
2023-02-16,SIMULATED_HISTORY,Eldoret,AGO,1176.57,0,3.15,190.76,Thursday,2,2023,1049.05,1033.57,1090.62,1165.82,1043.29,1089.95,3,0.433884,-0.900969,0.5,0.866025,1058.94
2023-02-17,SIMULATED_HISTORY,Eldoret,AGO,1091.24,0,2.92,189.04,Friday,2,2023,1176.57,1194.8,1090.58,1393.56,1063.72,1090.34,4,-0.433884,-0.900969,0.5,0.866025,1147.79
2023-02-18,SIMULATED_HISTORY,Eldoret,AGO,1013.94,0,1.39,190.89,Saturday,2,2023,1091.24,1028.18,873.1,1174.79,1048.93,1079.54,5,-0.974928,-0.222521,0.5,0.866025,1051.29
2023-02-19,SIMULATED_HISTORY,Eldoret,AGO,938.31,0,1.57,191.57,Sunday,2,2023,1013.94,910.88,800.62,982.26,1046.89,1073.79,6,-0.781831,0.62349,0.5,0.866025,984.19
2023-02-20,SIMULATED_HISTORY,Eldoret,AGO,1066.69,0,1.41,191.69,Monday,2,2023,938.31,1112.1,1052.34,1155.97,1050.81,1072.22,0,0.0,1.0,0.5,0.866025,1094.16
2023-02-21,SIMULATED_HISTORY,Eldoret,AGO,1094.24,0,1.26,190.52,Tuesday,2,2023,1066.69,974.48,1136.62,1161.09,1044.33,1069.04,1,0.781831,0.62349,0.5,0.866025,1017.03
2023-02-22,SIMULATED_HISTORY,Eldoret,AGO,1135.46,0,3.61,190.93,Wednesday,2,2023,1094.24,1049.05,1025.71,1135.95,1061.43,1066.65,2,0.974928,-0.222521,0.5,0.866025,1056.97
2023-02-23,SIMULATED_HISTORY,Eldoret,AGO,1076.09,0,0.51,191.0,Thursday,2,2023,1135.46,1176.57,1033.57,1176.07,1073.78,1066.63,3,0.433884,-0.900969,0.5,0.866025,1127.1
2023-02-24,SIMULATED_HISTORY,Eldoret,AGO,1013.17,0,0.91,191.54,Friday,2,2023,1076.09,1091.24,1194.8,1391.84,1059.42,1063.06,4,-0.433884,-0.900969,0.5,0.866025,1078.56
2023-02-25,SIMULATED_HISTORY,Eldoret,AGO,935.07,0,0.05,188.07,Saturday,2,2023,1013.17,1013.94,1028.18,1049.5,1048.27,1049.54,5,-0.974928,-0.222521,0.5,0.866025,1029.96
2023-02-26,SIMULATED_HISTORY,Eldoret,AGO,897.95,0,0.51,190.7,Sunday,2,2023,935.07,938.31,910.88,1016.17,1037.0,1045.45,6,-0.781831,0.62349,0.5,0.866025,986.52
2023-02-27,SIMULATED_HISTORY,Eldoret,AGO,1002.24,0,0.19,191.52,Monday,2,2023,897.95,1066.69,1112.1,1138.93,1031.24,1041.23,0,0.0,1.0,0.5,0.866025,1055.23
