batch_id,policy,trigger_date,origin,destination,product,pipeline_line,flow_limit_m3_hr,scheduled_volume_m3,scheduled_arrival_date,actual_arrival_date,delay_days,delivered_volume_m3,reason,automated_trigger,status
AUT-B-000598,AUTONOMOUS,2025-08-17,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,6962.8663502813915,2025-08-19,2025-08-19,0,6962.8663502813915,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000599,AUTONOMOUS,2025-08-26,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2025-08-28,2025-08-28,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000600,AUTONOMOUS,2025-09-04,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2025-09-06,2025-09-06,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000601,AUTONOMOUS,2025-09-13,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7192.732159655312,2025-09-15,2025-09-15,0,7192.732159655312,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000602,AUTONOMOUS,2025-09-22,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2025-09-24,2025-09-24,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000603,AUTONOMOUS,2025-10-01,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2025-10-03,2025-10-03,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000604,AUTONOMOUS,2025-10-09,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7280.283971586213,2025-10-11,2025-10-11,0,7280.283971586213,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000605,AUTONOMOUS,2025-10-18,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2025-10-20,2025-10-20,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000606,AUTONOMOUS,2025-10-27,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2025-10-29,2025-10-29,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000607,AUTONOMOUS,2025-11-04,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7424.878922565223,2025-11-06,2025-11-06,0,7424.878922565223,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000608,AUTONOMOUS,2025-11-14,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2025-11-16,2025-11-16,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000609,AUTONOMOUS,2025-11-23,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,6877.699249657649,2025-11-25,2025-11-25,0,6877.699249657649,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000610,AUTONOMOUS,2025-12-02,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2025-12-04,2025-12-04,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000611,AUTONOMOUS,2025-12-09,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2025-12-11,2025-12-11,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000612,AUTONOMOUS,2025-12-17,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2025-12-19,2025-12-19,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000613,AUTONOMOUS,2025-12-25,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2025-12-27,2025-12-27,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000614,AUTONOMOUS,2026-01-01,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-01-03,2026-01-03,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000615,AUTONOMOUS,2026-01-08,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-01-10,2026-01-10,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000616,AUTONOMOUS,2026-01-16,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-01-18,2026-01-18,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000617,AUTONOMOUS,2026-01-24,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-01-26,2026-01-26,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000618,AUTONOMOUS,2026-02-01,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7395.604936587065,2026-02-03,2026-02-03,0,7395.604936587065,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000619,AUTONOMOUS,2026-02-10,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-02-12,2026-02-12,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000620,AUTONOMOUS,2026-02-19,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-02-21,2026-02-21,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000621,AUTONOMOUS,2026-02-27,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-03-01,2026-03-01,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000622,AUTONOMOUS,2026-03-08,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-03-10,2026-03-10,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000623,AUTONOMOUS,2026-03-16,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-03-18,2026-03-19,1,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000624,AUTONOMOUS,2026-03-24,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-03-26,2026-03-26,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000625,AUTONOMOUS,2026-04-01,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-04-03,2026-04-03,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000626,AUTONOMOUS,2026-04-09,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-04-11,2026-04-11,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000627,AUTONOMOUS,2026-04-17,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-04-19,2026-04-19,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000628,AUTONOMOUS,2026-04-25,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-04-27,2026-04-27,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000629,AUTONOMOUS,2026-05-03,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7338.408178758325,2026-05-05,2026-05-05,0,7338.408178758325,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000630,AUTONOMOUS,2026-05-11,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-05-13,2026-05-13,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000631,AUTONOMOUS,2026-05-19,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-05-21,2026-05-21,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000632,AUTONOMOUS,2026-05-28,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-05-30,2026-05-30,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000633,AUTONOMOUS,2026-06-05,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-06-07,2026-06-07,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000634,AUTONOMOUS,2026-06-13,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7318.543085628659,2026-06-15,2026-06-15,0,7318.543085628659,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000635,AUTONOMOUS,2026-06-22,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-06-24,2026-06-24,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000636,AUTONOMOUS,2026-06-30,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7245.323776797024,2026-07-02,2026-07-02,0,7245.323776797024,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000637,AUTONOMOUS,2026-07-08,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7296.792822248355,2026-07-10,2026-07-10,0,7296.792822248355,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000638,AUTONOMOUS,2026-07-16,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-07-18,2026-07-18,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000639,AUTONOMOUS,2026-07-25,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-07-27,2026-07-27,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000640,AUTONOMOUS,2026-08-02,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7172.042941821484,2026-08-04,2026-08-04,0,7172.042941821484,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000641,AUTONOMOUS,2026-08-10,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-08-12,2026-08-12,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000642,AUTONOMOUS,2026-08-19,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-08-21,2026-08-21,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000643,AUTONOMOUS,2026-08-27,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-08-29,2026-08-30,1,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000644,AUTONOMOUS,2026-09-04,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-09-06,2026-09-06,0,7426.08,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000645,AUTONOMOUS,2026-09-13,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7040.826640934728,2026-09-15,2026-09-16,1,7040.826640934728,REORDER_POINT_BREACH,1,SCENARIO_COMPLETED
AUT-B-000646,AUTONOMOUS,2026-09-21,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7063.0328316896475,2026-09-23,2026-09-23,0,7063.0328316896475,REORDER_POINT_BREACH,1,SCENARIO_COMPLETED
AUT-B-000647,AUTONOMOUS,2026-09-30,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-10-02,2026-10-02,0,7426.08,REORDER_POINT_BREACH,1,SCENARIO_COMPLETED
AUT-B-000648,AUTONOMOUS,2026-10-08,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-10-10,2026-10-10,0,7426.08,REORDER_POINT_BREACH,1,SCENARIO_COMPLETED
AUT-B-000649,AUTONOMOUS,2026-10-16,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-10-18,2026-10-18,0,7426.08,REORDER_POINT_BREACH,1,SCENARIO_COMPLETED
AUT-B-000650,AUTONOMOUS,2026-10-24,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-10-26,2026-10-26,0,7426.08,REORDER_POINT_BREACH,1,SCENARIO_COMPLETED
AUT-B-000651,AUTONOMOUS,2026-11-02,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-11-04,2026-11-04,0,7426.08,REORDER_POINT_BREACH,1,SCENARIO_COMPLETED
AUT-B-000652,AUTONOMOUS,2026-11-11,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-11-13,2026-11-13,0,7426.08,REORDER_POINT_BREACH,1,SCENARIO_COMPLETED
AUT-B-000653,AUTONOMOUS,2026-11-19,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7355.718802709708,2026-11-21,2026-11-21,0,7355.718802709708,REORDER_POINT_BREACH,1,SCENARIO_COMPLETED
AUT-B-000654,AUTONOMOUS,2026-11-28,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-11-30,2026-11-30,0,7426.08,REORDER_POINT_BREACH,1,SCENARIO_COMPLETED
AUT-B-000655,AUTONOMOUS,2026-12-06,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-12-08,2026-12-08,0,7426.08,REORDER_POINT_BREACH,1,SCENARIO_COMPLETED
AUT-B-000656,AUTONOMOUS,2026-12-13,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7426.08,2026-12-15,2026-12-15,0,7426.08,REORDER_POINT_BREACH,1,SCENARIO_COMPLETED
AUT-B-000657,AUTONOMOUS,2026-12-20,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7288.69430700129,2026-12-22,2026-12-22,0,7288.69430700129,REORDER_POINT_BREACH,1,SCENARIO_COMPLETED
AUT-B-000658,AUTONOMOUS,2026-12-27,Nairobi/Upstream Hub,Eldoret,PMS,Line 4 (Nairobi-Eldoret),510,7319.535921687429,2026-12-29,2026-12-29,0,7319.535921687429,REORDER_POINT_BREACH,1,SCENARIO_COMPLETED
AUT-B-000659,AUTONOMOUS,2021-01-04,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-01-06,2021-01-06,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000660,AUTONOMOUS,2021-01-08,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-01-10,2021-01-10,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000661,AUTONOMOUS,2021-01-12,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-01-14,2021-01-14,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000662,AUTONOMOUS,2021-01-16,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-01-18,2021-01-18,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000663,AUTONOMOUS,2021-01-21,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-01-23,2021-01-23,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000664,AUTONOMOUS,2021-01-25,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-01-27,2021-01-27,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000665,AUTONOMOUS,2021-01-29,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-01-31,2021-01-31,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000666,AUTONOMOUS,2021-02-03,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-02-05,2021-02-05,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000667,AUTONOMOUS,2021-02-07,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-02-09,2021-02-10,1,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000668,AUTONOMOUS,2021-02-11,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-02-13,2021-02-13,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000669,AUTONOMOUS,2021-02-16,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-02-18,2021-02-18,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000670,AUTONOMOUS,2021-02-20,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-02-22,2021-02-22,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000671,AUTONOMOUS,2021-02-25,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-02-27,2021-02-27,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000672,AUTONOMOUS,2021-03-02,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-03-04,2021-03-04,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000673,AUTONOMOUS,2021-03-06,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-03-08,2021-03-09,1,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000674,AUTONOMOUS,2021-03-10,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-03-12,2021-03-12,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000675,AUTONOMOUS,2021-03-15,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-03-17,2021-03-17,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000676,AUTONOMOUS,2021-03-19,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-03-21,2021-03-21,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000677,AUTONOMOUS,2021-03-23,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-03-25,2021-03-25,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000678,AUTONOMOUS,2021-03-27,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-03-29,2021-03-29,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000679,AUTONOMOUS,2021-04-01,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-04-03,2021-04-03,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000680,AUTONOMOUS,2021-04-05,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-04-07,2021-04-07,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000681,AUTONOMOUS,2021-04-09,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-04-11,2021-04-12,1,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000682,AUTONOMOUS,2021-04-14,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-04-16,2021-04-17,1,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000683,AUTONOMOUS,2021-04-17,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-04-19,2021-04-19,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000684,AUTONOMOUS,2021-04-22,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-04-24,2021-04-26,2,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000685,AUTONOMOUS,2021-04-26,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-04-28,2021-04-28,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000686,AUTONOMOUS,2021-04-30,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-05-02,2021-05-02,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000687,AUTONOMOUS,2021-05-04,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-05-06,2021-05-06,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000688,AUTONOMOUS,2021-05-08,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-05-10,2021-05-10,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000689,AUTONOMOUS,2021-05-13,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-05-15,2021-05-15,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000690,AUTONOMOUS,2021-05-17,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-05-19,2021-05-19,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000691,AUTONOMOUS,2021-05-21,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-05-23,2021-05-23,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000692,AUTONOMOUS,2021-05-25,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-05-27,2021-05-27,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000693,AUTONOMOUS,2021-05-30,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-06-01,2021-06-01,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000694,AUTONOMOUS,2021-06-03,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-06-05,2021-06-05,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000695,AUTONOMOUS,2021-06-07,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-06-09,2021-06-09,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000696,AUTONOMOUS,2021-06-12,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-06-14,2021-06-14,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000697,AUTONOMOUS,2021-06-16,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-06-18,2021-06-18,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000698,AUTONOMOUS,2021-06-21,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-06-23,2021-06-23,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000699,AUTONOMOUS,2021-06-25,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-06-27,2021-06-27,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000700,AUTONOMOUS,2021-06-30,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-07-02,2021-07-02,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000701,AUTONOMOUS,2021-07-04,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-07-06,2021-07-06,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000702,AUTONOMOUS,2021-07-08,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-07-10,2021-07-10,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000703,AUTONOMOUS,2021-07-13,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-07-15,2021-07-15,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000704,AUTONOMOUS,2021-07-17,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-07-19,2021-07-20,1,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000705,AUTONOMOUS,2021-07-21,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-07-23,2021-07-23,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000706,AUTONOMOUS,2021-07-26,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-07-28,2021-07-28,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000707,AUTONOMOUS,2021-07-30,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-08-01,2021-08-01,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000708,AUTONOMOUS,2021-08-03,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-08-05,2021-08-05,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000709,AUTONOMOUS,2021-08-08,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-08-10,2021-08-11,1,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000710,AUTONOMOUS,2021-08-12,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-08-14,2021-08-14,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000711,AUTONOMOUS,2021-08-16,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-08-18,2021-08-19,1,4640.0,REORDER_POINT_BREACH,1,COMPLETED
AUT-B-000712,AUTONOMOUS,2021-08-20,Nairobi/Upstream Hub,Kisumu,AGO,Line 6 (Sinendet-Kisumu),290,4640.0,2021-08-22,2021-08-22,0,4640.0,REORDER_POINT_BREACH,1,COMPLETED
