event_id,depot,event_type,severity,start_date,end_date,duration_days,impact_percent,source_type
EV-KIS-2024-00181,Kisumu,PLANNED_PIPELINE_MAINTENANCE,MEDIUM,2024-03-07,2024-03-07,1,100,SYNTHETIC_SCENARIO
EV-KIS-2024-00182,Kisumu,PLANNED_PIPELINE_MAINTENANCE,MEDIUM,2024-04-30,2024-04-30,1,100,SYNTHETIC_SCENARIO
EV-KIS-2024-00183,Kisumu,UNPLANNED_PUMP_FAILURE,HIGH,2024-05-21,2024-05-21,1,100,SYNTHETIC_SCENARIO
EV-KIS-2024-00184,Kisumu,UNPLANNED_PUMP_FAILURE,HIGH,2024-11-01,2024-11-01,1,100,SYNTHETIC_SCENARIO
EV-KIS-2024-00185,Kisumu,UNPLANNED_PUMP_FAILURE,HIGH,2024-10-03,2024-10-03,1,100,SYNTHETIC_SCENARIO
EV-KIS-2024-00186,Kisumu,LOADING_BAY_OUTAGE,MEDIUM,2024-09-14,2024-09-14,1,35,SYNTHETIC_SCENARIO
EV-KIS-2024-00187,Kisumu,LOADING_BAY_OUTAGE,MEDIUM,2024-09-28,2024-09-28,1,35,SYNTHETIC_SCENARIO
EV-KIS-2024-00188,Kisumu,LOADING_BAY_OUTAGE,MEDIUM,2024-11-08,2024-11-08,1,35,SYNTHETIC_SCENARIO
EV-KIS-2024-00189,Kisumu,LOADING_BAY_OUTAGE,MEDIUM,2024-05-19,2024-05-19,1,35,SYNTHETIC_SCENARIO
EV-KIS-2024-00190,Kisumu,LOADING_BAY_OUTAGE,MEDIUM,2024-09-16,2024-09-16,1,35,SYNTHETIC_SCENARIO
EV-KIS-2024-00191,Kisumu,DATA_LATENCY_INCIDENT,LOW,2024-05-30,2024-05-30,1,0,SYNTHETIC_SCENARIO
EV-KIS-2024-00192,Kisumu,DATA_LATENCY_INCIDENT,LOW,2024-04-16,2024-04-16,1,0,SYNTHETIC_SCENARIO
EV-KIS-2025-00193,Kisumu,PLANNED_PIPELINE_MAINTENANCE,MEDIUM,2025-10-02,2025-10-03,2,100,SYNTHETIC_SCENARIO
EV-KIS-2025-00194,Kisumu,PLANNED_PIPELINE_MAINTENANCE,MEDIUM,2025-04-30,2025-05-01,2,100,SYNTHETIC_SCENARIO
EV-KIS-2025-00195,Kisumu,UNPLANNED_PUMP_FAILURE,HIGH,2025-06-01,2025-06-01,1,100,SYNTHETIC_SCENARIO
EV-KIS-2025-00196,Kisumu,UNPLANNED_PUMP_FAILURE,HIGH,2025-05-27,2025-05-27,1,100,SYNTHETIC_SCENARIO
EV-KIS-2025-00197,Kisumu,UNPLANNED_PUMP_FAILURE,HIGH,2025-01-20,2025-01-20,1,100,SYNTHETIC_SCENARIO
EV-KIS-2025-00198,Kisumu,LOADING_BAY_OUTAGE,MEDIUM,2025-11-29,2025-11-29,1,35,SYNTHETIC_SCENARIO
EV-KIS-2025-00199,Kisumu,LOADING_BAY_OUTAGE,MEDIUM,2025-10-16,2025-10-16,1,35,SYNTHETIC_SCENARIO
EV-KIS-2025-00200,Kisumu,LOADING_BAY_OUTAGE,MEDIUM,2025-07-07,2025-07-07,1,35,SYNTHETIC_SCENARIO
EV-KIS-2025-00201,Kisumu,LOADING_BAY_OUTAGE,MEDIUM,2025-09-12,2025-09-12,1,35,SYNTHETIC_SCENARIO
EV-KIS-2025-00202,Kisumu,LOADING_BAY_OUTAGE,MEDIUM,2025-04-05,2025-04-05,1,35,SYNTHETIC_SCENARIO
EV-KIS-2025-00203,Kisumu,DATA_LATENCY_INCIDENT,LOW,2025-06-11,2025-06-11,1,0,SYNTHETIC_SCENARIO
EV-KIS-2025-00204,Kisumu,DATA_LATENCY_INCIDENT,LOW,2025-02-12,2025-02-12,1,0,SYNTHETIC_SCENARIO
EV-KIS-2026-00205,Kisumu,PLANNED_PIPELINE_MAINTENANCE,MEDIUM,2026-01-28,2026-01-28,1,100,SYNTHETIC_SCENARIO
EV-KIS-2026-00206,Kisumu,PLANNED_PIPELINE_MAINTENANCE,MEDIUM,2026-08-02,2026-08-02,1,100,SYNTHETIC_SCENARIO
EV-KIS-2026-00207,Kisumu,UNPLANNED_PUMP_FAILURE,HIGH,2026-07-25,2026-07-25,1,100,SYNTHETIC_SCENARIO
EV-KIS-2026-00208,Kisumu,UNPLANNED_PUMP_FAILURE,HIGH,2026-02-16,2026-02-16,1,100,SYNTHETIC_SCENARIO
EV-KIS-2026-00209,Kisumu,UNPLANNED_PUMP_FAILURE,HIGH,2026-01-15,2026-01-15,1,100,SYNTHETIC_SCENARIO
EV-KIS-2026-00210,Kisumu,LOADING_BAY_OUTAGE,MEDIUM,2026-12-10,2026-12-10,1,35,SYNTHETIC_SCENARIO
EV-KIS-2026-00211,Kisumu,LOADING_BAY_OUTAGE,MEDIUM,2026-03-25,2026-03-25,1,35,SYNTHETIC_SCENARIO
EV-KIS-2026-00212,Kisumu,LOADING_BAY_OUTAGE,MEDIUM,2026-12-09,2026-12-09,1,35,SYNTHETIC_SCENARIO
EV-KIS-2026-00213,Kisumu,LOADING_BAY_OUTAGE,MEDIUM,2026-04-17,2026-04-17,1,35,SYNTHETIC_SCENARIO
EV-KIS-2026-00214,Kisumu,LOADING_BAY_OUTAGE,MEDIUM,2026-02-12,2026-02-12,1,35,SYNTHETIC_SCENARIO
EV-KIS-2026-00215,Kisumu,DATA_LATENCY_INCIDENT,LOW,2026-07-08,2026-07-08,1,0,SYNTHETIC_SCENARIO
EV-KIS-2026-00216,Kisumu,DATA_LATENCY_INCIDENT,LOW,2026-09-25,2026-09-25,1,0,SYNTHETIC_SCENARIO
EV-ELD-2021-00217,Eldoret,PLANNED_PIPELINE_MAINTENANCE,MEDIUM,2021-11-11,2021-11-12,2,100,SYNTHETIC_SCENARIO
EV-ELD-2021-00218,Eldoret,PLANNED_PIPELINE_MAINTENANCE,MEDIUM,2021-01-29,2021-01-29,1,100,SYNTHETIC_SCENARIO
EV-ELD-2021-00219,Eldoret,UNPLANNED_PUMP_FAILURE,HIGH,2021-03-27,2021-03-27,1,100,SYNTHETIC_SCENARIO
EV-ELD-2021-00220,Eldoret,UNPLANNED_PUMP_FAILURE,HIGH,2021-01-18,2021-01-18,1,100,SYNTHETIC_SCENARIO
EV-ELD-2021-00221,Eldoret,UNPLANNED_PUMP_FAILURE,HIGH,2021-10-14,2021-10-14,1,100,SYNTHETIC_SCENARIO
EV-ELD-2021-00222,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2021-12-06,2021-12-06,1,35,SYNTHETIC_SCENARIO
EV-ELD-2021-00223,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2021-10-20,2021-10-20,1,35,SYNTHETIC_SCENARIO
EV-ELD-2021-00224,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2021-03-24,2021-03-24,1,35,SYNTHETIC_SCENARIO
EV-ELD-2021-00225,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2021-02-06,2021-02-06,1,35,SYNTHETIC_SCENARIO
EV-ELD-2021-00226,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2021-01-17,2021-01-17,1,35,SYNTHETIC_SCENARIO
EV-ELD-2021-00227,Eldoret,DATA_LATENCY_INCIDENT,LOW,2021-02-04,2021-02-04,1,0,SYNTHETIC_SCENARIO
EV-ELD-2021-00228,Eldoret,DATA_LATENCY_INCIDENT,LOW,2021-01-19,2021-01-19,1,0,SYNTHETIC_SCENARIO
EV-ELD-2022-00229,Eldoret,PLANNED_PIPELINE_MAINTENANCE,MEDIUM,2022-06-17,2022-06-17,1,100,SYNTHETIC_SCENARIO
EV-ELD-2022-00230,Eldoret,PLANNED_PIPELINE_MAINTENANCE,MEDIUM,2022-04-28,2022-04-28,1,100,SYNTHETIC_SCENARIO
EV-ELD-2022-00231,Eldoret,UNPLANNED_PUMP_FAILURE,HIGH,2022-03-25,2022-03-25,1,100,SYNTHETIC_SCENARIO
EV-ELD-2022-00232,Eldoret,UNPLANNED_PUMP_FAILURE,HIGH,2022-02-28,2022-02-28,1,100,SYNTHETIC_SCENARIO
EV-ELD-2022-00233,Eldoret,UNPLANNED_PUMP_FAILURE,HIGH,2022-05-17,2022-05-17,1,100,SYNTHETIC_SCENARIO
EV-ELD-2022-00234,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2022-10-25,2022-10-25,1,35,SYNTHETIC_SCENARIO
EV-ELD-2022-00235,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2022-02-25,2022-02-25,1,35,SYNTHETIC_SCENARIO
EV-ELD-2022-00236,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2022-02-08,2022-02-08,1,35,SYNTHETIC_SCENARIO
EV-ELD-2022-00237,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2022-05-13,2022-05-13,1,35,SYNTHETIC_SCENARIO
EV-ELD-2022-00238,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2022-02-10,2022-02-10,1,35,SYNTHETIC_SCENARIO
EV-ELD-2022-00239,Eldoret,DATA_LATENCY_INCIDENT,LOW,2022-09-18,2022-09-18,1,0,SYNTHETIC_SCENARIO
EV-ELD-2022-00240,Eldoret,DATA_LATENCY_INCIDENT,LOW,2022-07-22,2022-07-22,1,0,SYNTHETIC_SCENARIO
EV-ELD-2023-00241,Eldoret,PLANNED_PIPELINE_MAINTENANCE,MEDIUM,2023-06-02,2023-06-03,2,100,SYNTHETIC_SCENARIO
EV-ELD-2023-00242,Eldoret,PLANNED_PIPELINE_MAINTENANCE,MEDIUM,2023-11-03,2023-11-04,2,100,SYNTHETIC_SCENARIO
EV-ELD-2023-00243,Eldoret,UNPLANNED_PUMP_FAILURE,HIGH,2023-01-25,2023-01-25,1,100,SYNTHETIC_SCENARIO
EV-ELD-2023-00244,Eldoret,UNPLANNED_PUMP_FAILURE,HIGH,2023-04-12,2023-04-12,1,100,SYNTHETIC_SCENARIO
EV-ELD-2023-00245,Eldoret,UNPLANNED_PUMP_FAILURE,HIGH,2023-07-01,2023-07-01,1,100,SYNTHETIC_SCENARIO
EV-ELD-2023-00246,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2023-12-15,2023-12-15,1,35,SYNTHETIC_SCENARIO
EV-ELD-2023-00247,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2023-10-01,2023-10-01,1,35,SYNTHETIC_SCENARIO
EV-ELD-2023-00248,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2023-03-18,2023-03-18,1,35,SYNTHETIC_SCENARIO
EV-ELD-2023-00249,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2023-12-10,2023-12-10,1,35,SYNTHETIC_SCENARIO
EV-ELD-2023-00250,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2023-11-06,2023-11-06,1,35,SYNTHETIC_SCENARIO
EV-ELD-2023-00251,Eldoret,DATA_LATENCY_INCIDENT,LOW,2023-04-23,2023-04-23,1,0,SYNTHETIC_SCENARIO
EV-ELD-2023-00252,Eldoret,DATA_LATENCY_INCIDENT,LOW,2023-10-16,2023-10-16,1,0,SYNTHETIC_SCENARIO
EV-ELD-2024-00253,Eldoret,PLANNED_PIPELINE_MAINTENANCE,MEDIUM,2024-03-13,2024-03-13,1,100,SYNTHETIC_SCENARIO
EV-ELD-2024-00254,Eldoret,PLANNED_PIPELINE_MAINTENANCE,MEDIUM,2024-07-20,2024-07-21,2,100,SYNTHETIC_SCENARIO
EV-ELD-2024-00255,Eldoret,UNPLANNED_PUMP_FAILURE,HIGH,2024-03-22,2024-03-22,1,100,SYNTHETIC_SCENARIO
EV-ELD-2024-00256,Eldoret,UNPLANNED_PUMP_FAILURE,HIGH,2024-03-01,2024-03-01,1,100,SYNTHETIC_SCENARIO
EV-ELD-2024-00257,Eldoret,UNPLANNED_PUMP_FAILURE,HIGH,2024-02-15,2024-02-15,1,100,SYNTHETIC_SCENARIO
EV-ELD-2024-00258,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2024-09-02,2024-09-02,1,35,SYNTHETIC_SCENARIO
EV-ELD-2024-00259,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2024-11-22,2024-11-22,1,35,SYNTHETIC_SCENARIO
EV-ELD-2024-00260,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2024-08-06,2024-08-06,1,35,SYNTHETIC_SCENARIO
EV-ELD-2024-00261,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2024-01-19,2024-01-19,1,35,SYNTHETIC_SCENARIO
EV-ELD-2024-00262,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2024-02-07,2024-02-07,1,35,SYNTHETIC_SCENARIO
EV-ELD-2024-00263,Eldoret,DATA_LATENCY_INCIDENT,LOW,2024-02-25,2024-02-25,1,0,SYNTHETIC_SCENARIO
EV-ELD-2024-00264,Eldoret,DATA_LATENCY_INCIDENT,LOW,2024-11-27,2024-11-27,1,0,SYNTHETIC_SCENARIO
EV-ELD-2025-00265,Eldoret,PLANNED_PIPELINE_MAINTENANCE,MEDIUM,2025-04-17,2025-04-18,2,100,SYNTHETIC_SCENARIO
EV-ELD-2025-00266,Eldoret,PLANNED_PIPELINE_MAINTENANCE,MEDIUM,2025-07-09,2025-07-09,1,100,SYNTHETIC_SCENARIO
EV-ELD-2025-00267,Eldoret,UNPLANNED_PUMP_FAILURE,HIGH,2025-08-12,2025-08-12,1,100,SYNTHETIC_SCENARIO
EV-ELD-2025-00268,Eldoret,UNPLANNED_PUMP_FAILURE,HIGH,2025-01-12,2025-01-12,1,100,SYNTHETIC_SCENARIO
EV-ELD-2025-00269,Eldoret,UNPLANNED_PUMP_FAILURE,HIGH,2025-05-20,2025-05-20,1,100,SYNTHETIC_SCENARIO
EV-ELD-2025-00270,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2025-12-08,2025-12-08,1,35,SYNTHETIC_SCENARIO
EV-ELD-2025-00271,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2025-10-23,2025-10-23,1,35,SYNTHETIC_SCENARIO
EV-ELD-2025-00272,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2025-08-31,2025-08-31,1,35,SYNTHETIC_SCENARIO
EV-ELD-2025-00273,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2025-07-21,2025-07-21,1,35,SYNTHETIC_SCENARIO
EV-ELD-2025-00274,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2025-10-07,2025-10-07,1,35,SYNTHETIC_SCENARIO
EV-ELD-2025-00275,Eldoret,DATA_LATENCY_INCIDENT,LOW,2025-12-09,2025-12-09,1,0,SYNTHETIC_SCENARIO
EV-ELD-2025-00276,Eldoret,DATA_LATENCY_INCIDENT,LOW,2025-01-26,2025-01-26,1,0,SYNTHETIC_SCENARIO
EV-ELD-2026-00277,Eldoret,PLANNED_PIPELINE_MAINTENANCE,MEDIUM,2026-05-26,2026-05-26,1,100,SYNTHETIC_SCENARIO
EV-ELD-2026-00278,Eldoret,PLANNED_PIPELINE_MAINTENANCE,MEDIUM,2026-08-08,2026-08-09,2,100,SYNTHETIC_SCENARIO
EV-ELD-2026-00279,Eldoret,UNPLANNED_PUMP_FAILURE,HIGH,2026-08-01,2026-08-01,1,100,SYNTHETIC_SCENARIO
EV-ELD-2026-00280,Eldoret,UNPLANNED_PUMP_FAILURE,HIGH,2026-05-11,2026-05-11,1,100,SYNTHETIC_SCENARIO
EV-ELD-2026-00281,Eldoret,UNPLANNED_PUMP_FAILURE,HIGH,2026-03-27,2026-03-27,1,100,SYNTHETIC_SCENARIO
EV-ELD-2026-00282,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2026-10-23,2026-10-23,1,35,SYNTHETIC_SCENARIO
EV-ELD-2026-00283,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2026-04-20,2026-04-20,1,35,SYNTHETIC_SCENARIO
EV-ELD-2026-00284,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2026-10-30,2026-10-30,1,35,SYNTHETIC_SCENARIO
EV-ELD-2026-00285,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2026-02-15,2026-02-15,1,35,SYNTHETIC_SCENARIO
EV-ELD-2026-00286,Eldoret,LOADING_BAY_OUTAGE,MEDIUM,2026-02-14,2026-02-14,1,35,SYNTHETIC_SCENARIO
EV-ELD-2026-00287,Eldoret,DATA_LATENCY_INCIDENT,LOW,2026-05-31,2026-05-31,1,0,SYNTHETIC_SCENARIO
EV-ELD-2026-00288,Eldoret,DATA_LATENCY_INCIDENT,LOW,2026-08-08,2026-08-08,1,0,SYNTHETIC_SCENARIO
