order_id,date,depot,product,customer_id,ordered_m3,fulfilled_m3,priority,source_type
ORD-0001433,2026-12-30,Eldoret,DPK,OMC_E,1.13,1.13,NORMAL,SYNTHETIC_SCENARIO
ORD-0001434,2026-12-30,Eldoret,DPK,OMC_F,0.8,0.8,NORMAL,SYNTHETIC_SCENARIO
ORD-0001435,2026-12-31,Eldoret,DPK,OMC_A,4.85,4.85,HIGH,SYNTHETIC_SCENARIO
ORD-0001436,2026-12-31,Eldoret,DPK,OMC_B,3.33,3.33,NORMAL,SYNTHETIC_SCENARIO
ORD-0001437,2026-12-31,Eldoret,DPK,OMC_C,1.99,1.99,NORMAL,SYNTHETIC_SCENARIO
ORD-0001438,2026-12-31,Eldoret,DPK,OMC_D,0.34,0.34,NORMAL,SYNTHETIC_SCENARIO
ORD-0001439,2026-12-31,Eldoret,DPK,OMC_E,5.08,5.08,NORMAL,SYNTHETIC_SCENARIO
ORD-0001440,2026-12-31,Eldoret,DPK,OMC_F,0.27,0.27,NORMAL,SYNTHETIC_SCENARIO
ORD-0001441,2026-09-03,Eldoret,JET_A1,OMC_A,48.37,48.37,NORMAL,SYNTHETIC_SCENARIO
ORD-0001442,2026-09-03,Eldoret,JET_A1,OMC_B,24.55,24.55,NORMAL,SYNTHETIC_SCENARIO
ORD-0001443,2026-09-03,Eldoret,JET_A1,OMC_C,7.14,7.14,NORMAL,SYNTHETIC_SCENARIO
ORD-0001444,2026-09-03,Eldoret,JET_A1,OMC_D,9.2,9.2,NORMAL,SYNTHETIC_SCENARIO
ORD-0001445,2026-09-03,Eldoret,JET_A1,OMC_E,5.86,5.86,HIGH,SYNTHETIC_SCENARIO
ORD-0001446,2026-09-03,Eldoret,JET_A1,OMC_F,6.38,6.38,HIGH,SYNTHETIC_SCENARIO
ORD-0001447,2026-09-04,Eldoret,JET_A1,OMC_A,36.27,36.27,NORMAL,SYNTHETIC_SCENARIO
ORD-0001448,2026-09-04,Eldoret,JET_A1,OMC_B,11.77,11.77,NORMAL,SYNTHETIC_SCENARIO
ORD-0001449,2026-09-04,Eldoret,JET_A1,OMC_C,13.75,13.75,NORMAL,SYNTHETIC_SCENARIO
ORD-0001450,2026-09-04,Eldoret,JET_A1,OMC_D,11.1,11.1,NORMAL,SYNTHETIC_SCENARIO
ORD-0001451,2026-09-04,Eldoret,JET_A1,OMC_E,8.21,8.21,NORMAL,SYNTHETIC_SCENARIO
ORD-0001452,2026-09-04,Eldoret,JET_A1,OMC_F,14.78,14.78,NORMAL,SYNTHETIC_SCENARIO
ORD-0001453,2026-09-05,Eldoret,JET_A1,OMC_A,24.71,24.71,NORMAL,SYNTHETIC_SCENARIO
ORD-0001454,2026-09-05,Eldoret,JET_A1,OMC_B,5.52,5.52,NORMAL,SYNTHETIC_SCENARIO
ORD-0001455,2026-09-05,Eldoret,JET_A1,OMC_C,7.81,7.81,NORMAL,SYNTHETIC_SCENARIO
ORD-0001456,2026-09-05,Eldoret,JET_A1,OMC_D,37.39,37.39,NORMAL,SYNTHETIC_SCENARIO
ORD-0001457,2026-09-05,Eldoret,JET_A1,OMC_E,7.47,7.47,NORMAL,SYNTHETIC_SCENARIO
ORD-0001458,2026-09-05,Eldoret,JET_A1,OMC_F,1.91,1.91,NORMAL,SYNTHETIC_SCENARIO
ORD-0001459,2026-09-06,Eldoret,JET_A1,OMC_A,25.4,25.4,NORMAL,SYNTHETIC_SCENARIO
ORD-0001460,2026-09-06,Eldoret,JET_A1,OMC_B,27.28,27.28,NORMAL,SYNTHETIC_SCENARIO
ORD-0001461,2026-09-06,Eldoret,JET_A1,OMC_C,1.1,1.1,HIGH,SYNTHETIC_SCENARIO
ORD-0001462,2026-09-06,Eldoret,JET_A1,OMC_D,20.33,20.33,NORMAL,SYNTHETIC_SCENARIO
ORD-0001463,2026-09-06,Eldoret,JET_A1,OMC_E,3.78,3.78,NORMAL,SYNTHETIC_SCENARIO
ORD-0001464,2026-09-06,Eldoret,JET_A1,OMC_F,0.67,0.67,NORMAL,SYNTHETIC_SCENARIO
ORD-0001465,2026-09-07,Eldoret,JET_A1,OMC_A,12.93,12.93,NORMAL,SYNTHETIC_SCENARIO
ORD-0001466,2026-09-07,Eldoret,JET_A1,OMC_B,33.83,33.83,NORMAL,SYNTHETIC_SCENARIO
ORD-0001467,2026-09-07,Eldoret,JET_A1,OMC_C,11.86,11.86,NORMAL,SYNTHETIC_SCENARIO
ORD-0001468,2026-09-07,Eldoret,JET_A1,OMC_D,8.36,8.36,NORMAL,SYNTHETIC_SCENARIO
ORD-0001469,2026-09-07,Eldoret,JET_A1,OMC_E,10.25,10.25,NORMAL,SYNTHETIC_SCENARIO
ORD-0001470,2026-09-07,Eldoret,JET_A1,OMC_F,17.82,17.82,NORMAL,SYNTHETIC_SCENARIO
ORD-0001471,2026-09-08,Eldoret,JET_A1,OMC_A,21.3,21.3,NORMAL,SYNTHETIC_SCENARIO
ORD-0001472,2026-09-08,Eldoret,JET_A1,OMC_B,11.28,11.28,NORMAL,SYNTHETIC_SCENARIO
ORD-0001473,2026-09-08,Eldoret,JET_A1,OMC_C,24.2,24.2,HIGH,SYNTHETIC_SCENARIO
ORD-0001474,2026-09-08,Eldoret,JET_A1,OMC_D,8.54,8.54,NORMAL,SYNTHETIC_SCENARIO
ORD-0001475,2026-09-08,Eldoret,JET_A1,OMC_E,26.47,26.47,NORMAL,SYNTHETIC_SCENARIO
ORD-0001476,2026-09-08,Eldoret,JET_A1,OMC_F,0.03,0.03,NORMAL,SYNTHETIC_SCENARIO
ORD-0001477,2026-09-09,Eldoret,JET_A1,OMC_A,7.99,7.99,NORMAL,SYNTHETIC_SCENARIO
ORD-0001478,2026-09-09,Eldoret,JET_A1,OMC_B,32.0,32.0,NORMAL,SYNTHETIC_SCENARIO
ORD-0001479,2026-09-09,Eldoret,JET_A1,OMC_C,20.68,20.68,NORMAL,SYNTHETIC_SCENARIO
ORD-0001480,2026-09-09,Eldoret,JET_A1,OMC_D,6.25,6.25,NORMAL,SYNTHETIC_SCENARIO
ORD-0001481,2026-09-09,Eldoret,JET_A1,OMC_E,11.57,11.57,NORMAL,SYNTHETIC_SCENARIO
ORD-0001482,2026-09-09,Eldoret,JET_A1,OMC_F,20.9,20.9,NORMAL,SYNTHETIC_SCENARIO
ORD-0001483,2026-09-10,Eldoret,JET_A1,OMC_A,40.95,40.95,NORMAL,SYNTHETIC_SCENARIO
ORD-0001484,2026-09-10,Eldoret,JET_A1,OMC_B,24.73,24.73,HIGH,SYNTHETIC_SCENARIO
ORD-0001485,2026-09-10,Eldoret,JET_A1,OMC_C,12.82,12.82,NORMAL,SYNTHETIC_SCENARIO
ORD-0001486,2026-09-10,Eldoret,JET_A1,OMC_D,6.0,6.0,NORMAL,SYNTHETIC_SCENARIO
ORD-0001487,2026-09-10,Eldoret,JET_A1,OMC_E,3.5,3.5,HIGH,SYNTHETIC_SCENARIO
ORD-0001488,2026-09-10,Eldoret,JET_A1,OMC_F,0.89,0.89,NORMAL,SYNTHETIC_SCENARIO
ORD-0001489,2026-09-11,Eldoret,JET_A1,OMC_A,30.24,30.24,NORMAL,SYNTHETIC_SCENARIO
ORD-0001490,2026-09-11,Eldoret,JET_A1,OMC_B,19.58,19.58,NORMAL,SYNTHETIC_SCENARIO
ORD-0001491,2026-09-11,Eldoret,JET_A1,OMC_C,8.57,8.57,NORMAL,SYNTHETIC_SCENARIO
ORD-0001492,2026-09-11,Eldoret,JET_A1,OMC_D,20.61,20.61,NORMAL,SYNTHETIC_SCENARIO
ORD-0001493,2026-09-11,Eldoret,JET_A1,OMC_E,0.23,0.23,NORMAL,SYNTHETIC_SCENARIO
ORD-0001494,2026-09-11,Eldoret,JET_A1,OMC_F,18.73,18.73,NORMAL,SYNTHETIC_SCENARIO
ORD-0001495,2026-09-12,Eldoret,JET_A1,OMC_A,23.53,23.53,NORMAL,SYNTHETIC_SCENARIO
ORD-0001496,2026-09-12,Eldoret,JET_A1,OMC_B,22.43,22.43,NORMAL,SYNTHETIC_SCENARIO
ORD-0001497,2026-09-12,Eldoret,JET_A1,OMC_C,23.77,23.77,NORMAL,SYNTHETIC_SCENARIO
ORD-0001498,2026-09-12,Eldoret,JET_A1,OMC_D,2.13,2.13,HIGH,SYNTHETIC_SCENARIO
ORD-0001499,2026-09-12,Eldoret,JET_A1,OMC_E,4.32,4.32,NORMAL,SYNTHETIC_SCENARIO
ORD-0001500,2026-09-12,Eldoret,JET_A1,OMC_F,1.91,1.91,NORMAL,SYNTHETIC_SCENARIO
ORD-0001501,2026-09-13,Eldoret,JET_A1,OMC_A,26.0,26.0,NORMAL,SYNTHETIC_SCENARIO
ORD-0001502,2026-09-13,Eldoret,JET_A1,OMC_B,32.54,32.54,NORMAL,SYNTHETIC_SCENARIO
ORD-0001503,2026-09-13,Eldoret,JET_A1,OMC_C,8.05,8.05,NORMAL,SYNTHETIC_SCENARIO
ORD-0001504,2026-09-13,Eldoret,JET_A1,OMC_D,7.15,7.15,NORMAL,SYNTHETIC_SCENARIO
ORD-0001505,2026-09-13,Eldoret,JET_A1,OMC_E,1.98,1.98,NORMAL,SYNTHETIC_SCENARIO
ORD-0001506,2026-09-13,Eldoret,JET_A1,OMC_F,2.27,2.27,NORMAL,SYNTHETIC_SCENARIO
ORD-0001507,2026-09-14,Eldoret,JET_A1,OMC_A,11.73,11.73,NORMAL,SYNTHETIC_SCENARIO
ORD-0001508,2026-09-14,Eldoret,JET_A1,OMC_B,35.2,35.2,NORMAL,SYNTHETIC_SCENARIO
ORD-0001509,2026-09-14,Eldoret,JET_A1,OMC_C,8.05,8.05,NORMAL,SYNTHETIC_SCENARIO
ORD-0001510,2026-09-14,Eldoret,JET_A1,OMC_D,8.46,8.46,NORMAL,SYNTHETIC_SCENARIO
ORD-0001511,2026-09-14,Eldoret,JET_A1,OMC_E,15.9,15.9,NORMAL,SYNTHETIC_SCENARIO
ORD-0001512,2026-09-14,Eldoret,JET_A1,OMC_F,16.73,16.73,HIGH,SYNTHETIC_SCENARIO
ORD-0001513,2026-09-15,Eldoret,JET_A1,OMC_A,31.03,31.03,NORMAL,SYNTHETIC_SCENARIO
ORD-0001514,2026-09-15,Eldoret,JET_A1,OMC_B,17.2,17.2,NORMAL,SYNTHETIC_SCENARIO
ORD-0001515,2026-09-15,Eldoret,JET_A1,OMC_C,17.6,17.6,NORMAL,SYNTHETIC_SCENARIO
ORD-0001516,2026-09-15,Eldoret,JET_A1,OMC_D,14.92,14.92,HIGH,SYNTHETIC_SCENARIO
ORD-0001517,2026-09-15,Eldoret,JET_A1,OMC_E,6.07,6.07,NORMAL,SYNTHETIC_SCENARIO
ORD-0001518,2026-09-15,Eldoret,JET_A1,OMC_F,3.86,3.86,NORMAL,SYNTHETIC_SCENARIO
ORD-0001519,2026-09-16,Eldoret,JET_A1,OMC_A,26.88,26.88,NORMAL,SYNTHETIC_SCENARIO
ORD-0001520,2026-09-16,Eldoret,JET_A1,OMC_B,19.62,19.62,NORMAL,SYNTHETIC_SCENARIO
ORD-0001521,2026-09-16,Eldoret,JET_A1,OMC_C,19.67,19.67,NORMAL,SYNTHETIC_SCENARIO
ORD-0001522,2026-09-16,Eldoret,JET_A1,OMC_D,5.76,5.76,NORMAL,SYNTHETIC_SCENARIO
ORD-0001523,2026-09-16,Eldoret,JET_A1,OMC_E,18.07,18.07,HIGH,SYNTHETIC_SCENARIO
ORD-0001524,2026-09-16,Eldoret,JET_A1,OMC_F,3.7,3.7,NORMAL,SYNTHETIC_SCENARIO
ORD-0001525,2026-09-17,Eldoret,JET_A1,OMC_A,16.26,16.26,NORMAL,SYNTHETIC_SCENARIO
ORD-0001526,2026-09-17,Eldoret,JET_A1,OMC_B,27.47,27.47,NORMAL,SYNTHETIC_SCENARIO
ORD-0001527,2026-09-17,Eldoret,JET_A1,OMC_C,34.07,34.07,NORMAL,SYNTHETIC_SCENARIO
ORD-0001528,2026-09-17,Eldoret,JET_A1,OMC_D,8.96,8.96,NORMAL,SYNTHETIC_SCENARIO
ORD-0001529,2026-09-17,Eldoret,JET_A1,OMC_E,6.45,6.45,NORMAL,SYNTHETIC_SCENARIO
ORD-0001530,2026-09-17,Eldoret,JET_A1,OMC_F,3.11,3.11,NORMAL,SYNTHETIC_SCENARIO
ORD-0001531,2026-09-18,Eldoret,JET_A1,OMC_A,15.71,15.71,NORMAL,SYNTHETIC_SCENARIO
ORD-0001532,2026-09-18,Eldoret,JET_A1,OMC_B,9.71,9.71,NORMAL,SYNTHETIC_SCENARIO
ORD-0001533,2026-09-18,Eldoret,JET_A1,OMC_C,34.52,34.52,NORMAL,SYNTHETIC_SCENARIO
ORD-0001534,2026-09-18,Eldoret,JET_A1,OMC_D,21.84,21.84,NORMAL,SYNTHETIC_SCENARIO
ORD-0001535,2026-09-18,Eldoret,JET_A1,OMC_E,16.81,16.81,NORMAL,SYNTHETIC_SCENARIO
ORD-0001536,2026-09-18,Eldoret,JET_A1,OMC_F,0.37,0.37,NORMAL,SYNTHETIC_SCENARIO
ORD-0001537,2026-09-19,Eldoret,JET_A1,OMC_A,33.97,33.97,NORMAL,SYNTHETIC_SCENARIO
ORD-0001538,2026-09-19,Eldoret,JET_A1,OMC_B,4.17,4.17,NORMAL,SYNTHETIC_SCENARIO
ORD-0001539,2026-09-19,Eldoret,JET_A1,OMC_C,1.8,1.8,NORMAL,SYNTHETIC_SCENARIO
ORD-0001540,2026-09-19,Eldoret,JET_A1,OMC_D,13.36,13.36,NORMAL,SYNTHETIC_SCENARIO
ORD-0001541,2026-09-19,Eldoret,JET_A1,OMC_E,18.46,18.46,NORMAL,SYNTHETIC_SCENARIO
ORD-0001542,2026-09-19,Eldoret,JET_A1,OMC_F,10.04,10.04,NORMAL,SYNTHETIC_SCENARIO
ORD-0001543,2026-09-20,Eldoret,JET_A1,OMC_A,35.5,35.5,NORMAL,SYNTHETIC_SCENARIO
ORD-0001544,2026-09-20,Eldoret,JET_A1,OMC_B,21.2,21.2,NORMAL,SYNTHETIC_SCENARIO
ORD-0001545,2026-09-20,Eldoret,JET_A1,OMC_C,1.46,1.46,NORMAL,SYNTHETIC_SCENARIO
ORD-0001546,2026-09-20,Eldoret,JET_A1,OMC_D,9.43,9.43,NORMAL,SYNTHETIC_SCENARIO
ORD-0001547,2026-09-20,Eldoret,JET_A1,OMC_E,8.85,8.85,NORMAL,SYNTHETIC_SCENARIO
ORD-0001548,2026-09-20,Eldoret,JET_A1,OMC_F,0.25,0.25,NORMAL,SYNTHETIC_SCENARIO
ORD-0001549,2026-09-21,Eldoret,JET_A1,OMC_A,32.27,32.27,NORMAL,SYNTHETIC_SCENARIO
ORD-0001550,2026-09-21,Eldoret,JET_A1,OMC_B,5.28,5.28,NORMAL,SYNTHETIC_SCENARIO
ORD-0001551,2026-09-21,Eldoret,JET_A1,OMC_C,17.33,17.33,NORMAL,SYNTHETIC_SCENARIO
ORD-0001552,2026-09-21,Eldoret,JET_A1,OMC_D,13.38,13.38,NORMAL,SYNTHETIC_SCENARIO
ORD-0001553,2026-09-21,Eldoret,JET_A1,OMC_E,1.46,1.46,HIGH,SYNTHETIC_SCENARIO
ORD-0001554,2026-09-21,Eldoret,JET_A1,OMC_F,17.89,17.89,NORMAL,SYNTHETIC_SCENARIO
ORD-0001555,2026-09-22,Eldoret,JET_A1,OMC_A,15.09,15.09,HIGH,SYNTHETIC_SCENARIO
ORD-0001556,2026-09-22,Eldoret,JET_A1,OMC_B,41.97,41.97,NORMAL,SYNTHETIC_SCENARIO
ORD-0001557,2026-09-22,Eldoret,JET_A1,OMC_C,18.7,18.7,NORMAL,SYNTHETIC_SCENARIO
ORD-0001558,2026-09-22,Eldoret,JET_A1,OMC_D,10.44,10.44,NORMAL,SYNTHETIC_SCENARIO
ORD-0001559,2026-09-22,Eldoret,JET_A1,OMC_E,0.52,0.52,NORMAL,SYNTHETIC_SCENARIO
ORD-0001560,2026-09-22,Eldoret,JET_A1,OMC_F,8.57,8.57,NORMAL,SYNTHETIC_SCENARIO
ORD-0001561,2026-09-23,Eldoret,JET_A1,OMC_A,12.26,12.26,NORMAL,SYNTHETIC_SCENARIO
ORD-0001562,2026-09-23,Eldoret,JET_A1,OMC_B,13.28,13.28,NORMAL,SYNTHETIC_SCENARIO
ORD-0001563,2026-09-23,Eldoret,JET_A1,OMC_C,21.06,21.06,NORMAL,SYNTHETIC_SCENARIO
ORD-0001564,2026-09-23,Eldoret,JET_A1,OMC_D,13.08,13.08,NORMAL,SYNTHETIC_SCENARIO
ORD-0001565,2026-09-23,Eldoret,JET_A1,OMC_E,20.62,20.62,NORMAL,SYNTHETIC_SCENARIO
ORD-0001566,2026-09-23,Eldoret,JET_A1,OMC_F,4.97,4.97,NORMAL,SYNTHETIC_SCENARIO
ORD-0001567,2026-09-24,Eldoret,JET_A1,OMC_A,7.54,7.54,NORMAL,SYNTHETIC_SCENARIO
ORD-0001568,2026-09-24,Eldoret,JET_A1,OMC_B,43.0,43.0,NORMAL,SYNTHETIC_SCENARIO
ORD-0001569,2026-09-24,Eldoret,JET_A1,OMC_C,23.45,23.45,NORMAL,SYNTHETIC_SCENARIO
ORD-0001570,2026-09-24,Eldoret,JET_A1,OMC_D,15.83,15.83,NORMAL,SYNTHETIC_SCENARIO
ORD-0001571,2026-09-24,Eldoret,JET_A1,OMC_E,3.23,3.23,NORMAL,SYNTHETIC_SCENARIO
ORD-0001572,2026-09-24,Eldoret,JET_A1,OMC_F,0.42,0.42,NORMAL,SYNTHETIC_SCENARIO
ORD-0001573,2026-09-25,Eldoret,JET_A1,OMC_A,19.88,19.88,NORMAL,SYNTHETIC_SCENARIO
ORD-0001574,2026-09-25,Eldoret,JET_A1,OMC_B,6.15,6.15,NORMAL,SYNTHETIC_SCENARIO
ORD-0001575,2026-09-25,Eldoret,JET_A1,OMC_C,14.75,14.75,NORMAL,SYNTHETIC_SCENARIO
ORD-0001576,2026-09-25,Eldoret,JET_A1,OMC_D,37.53,37.53,NORMAL,SYNTHETIC_SCENARIO
ORD-0001577,2026-09-25,Eldoret,JET_A1,OMC_E,4.29,4.29,NORMAL,SYNTHETIC_SCENARIO
ORD-0001578,2026-09-25,Eldoret,JET_A1,OMC_F,8.17,8.17,NORMAL,SYNTHETIC_SCENARIO
ORD-0001579,2026-09-26,Eldoret,JET_A1,OMC_A,20.9,20.9,NORMAL,SYNTHETIC_SCENARIO
ORD-0001580,2026-09-26,Eldoret,JET_A1,OMC_B,11.61,11.61,NORMAL,SYNTHETIC_SCENARIO
ORD-0001581,2026-09-26,Eldoret,JET_A1,OMC_C,8.44,8.44,NORMAL,SYNTHETIC_SCENARIO
ORD-0001582,2026-09-26,Eldoret,JET_A1,OMC_D,18.32,18.32,NORMAL,SYNTHETIC_SCENARIO
ORD-0001583,2026-09-26,Eldoret,JET_A1,OMC_E,4.97,4.97,NORMAL,SYNTHETIC_SCENARIO
ORD-0001584,2026-09-26,Eldoret,JET_A1,OMC_F,18.99,18.99,NORMAL,SYNTHETIC_SCENARIO
ORD-0001585,2026-09-27,Eldoret,JET_A1,OMC_A,14.45,14.45,NORMAL,SYNTHETIC_SCENARIO
ORD-0001586,2026-09-27,Eldoret,JET_A1,OMC_B,10.46,10.46,HIGH,SYNTHETIC_SCENARIO
ORD-0001587,2026-09-27,Eldoret,JET_A1,OMC_C,8.94,8.94,NORMAL,SYNTHETIC_SCENARIO
ORD-0001588,2026-09-27,Eldoret,JET_A1,OMC_D,22.41,22.41,HIGH,SYNTHETIC_SCENARIO
ORD-0001589,2026-09-27,Eldoret,JET_A1,OMC_E,3.7,3.7,NORMAL,SYNTHETIC_SCENARIO
ORD-0001590,2026-09-27,Eldoret,JET_A1,OMC_F,23.6,23.6,NORMAL,SYNTHETIC_SCENARIO
ORD-0001591,2026-09-28,Eldoret,JET_A1,OMC_A,27.8,27.8,NORMAL,SYNTHETIC_SCENARIO
ORD-0001592,2026-09-28,Eldoret,JET_A1,OMC_B,9.88,9.88,NORMAL,SYNTHETIC_SCENARIO
ORD-0001593,2026-09-28,Eldoret,JET_A1,OMC_C,8.16,8.16,NORMAL,SYNTHETIC_SCENARIO
ORD-0001594,2026-09-28,Eldoret,JET_A1,OMC_D,25.7,25.7,NORMAL,SYNTHETIC_SCENARIO
ORD-0001595,2026-09-28,Eldoret,JET_A1,OMC_E,11.31,11.31,NORMAL,SYNTHETIC_SCENARIO
ORD-0001596,2026-09-28,Eldoret,JET_A1,OMC_F,2.28,2.28,HIGH,SYNTHETIC_SCENARIO
ORD-0001597,2026-09-29,Eldoret,JET_A1,OMC_A,16.83,16.83,NORMAL,SYNTHETIC_SCENARIO
ORD-0001598,2026-09-29,Eldoret,JET_A1,OMC_B,6.75,6.75,NORMAL,SYNTHETIC_SCENARIO
ORD-0001599,2026-09-29,Eldoret,JET_A1,OMC_C,33.11,33.11,NORMAL,SYNTHETIC_SCENARIO
ORD-0001600,2026-09-29,Eldoret,JET_A1,OMC_D,14.15,14.15,NORMAL,SYNTHETIC_SCENARIO
ORD-0001601,2026-09-29,Eldoret,JET_A1,OMC_E,13.8,13.8,NORMAL,SYNTHETIC_SCENARIO
ORD-0001602,2026-09-29,Eldoret,JET_A1,OMC_F,6.49,6.49,NORMAL,SYNTHETIC_SCENARIO
ORD-0001603,2026-09-30,Eldoret,JET_A1,OMC_A,16.94,16.94,NORMAL,SYNTHETIC_SCENARIO
ORD-0001604,2026-09-30,Eldoret,JET_A1,OMC_B,27.13,27.13,NORMAL,SYNTHETIC_SCENARIO
ORD-0001605,2026-09-30,Eldoret,JET_A1,OMC_C,4.5,4.5,NORMAL,SYNTHETIC_SCENARIO
ORD-0001606,2026-09-30,Eldoret,JET_A1,OMC_D,18.86,18.86,NORMAL,SYNTHETIC_SCENARIO
ORD-0001607,2026-09-30,Eldoret,JET_A1,OMC_E,16.86,16.86,NORMAL,SYNTHETIC_SCENARIO
ORD-0001608,2026-09-30,Eldoret,JET_A1,OMC_F,1.14,1.14,NORMAL,SYNTHETIC_SCENARIO
ORD-0001609,2026-10-01,Eldoret,JET_A1,OMC_A,49.68,49.68,NORMAL,SYNTHETIC_SCENARIO
ORD-0001610,2026-10-01,Eldoret,JET_A1,OMC_B,9.57,9.57,NORMAL,SYNTHETIC_SCENARIO
ORD-0001611,2026-10-01,Eldoret,JET_A1,OMC_C,21.13,21.13,NORMAL,SYNTHETIC_SCENARIO
ORD-0001612,2026-10-01,Eldoret,JET_A1,OMC_D,0.95,0.95,NORMAL,SYNTHETIC_SCENARIO
ORD-0001613,2026-10-01,Eldoret,JET_A1,OMC_E,6.97,6.97,NORMAL,SYNTHETIC_SCENARIO
ORD-0001614,2026-10-01,Eldoret,JET_A1,OMC_F,10.64,10.64,NORMAL,SYNTHETIC_SCENARIO
ORD-0001615,2026-10-02,Eldoret,JET_A1,OMC_A,45.74,45.74,NORMAL,SYNTHETIC_SCENARIO
ORD-0001616,2026-10-02,Eldoret,JET_A1,OMC_B,8.41,8.41,NORMAL,SYNTHETIC_SCENARIO
ORD-0001617,2026-10-02,Eldoret,JET_A1,OMC_C,18.59,18.59,NORMAL,SYNTHETIC_SCENARIO
ORD-0001618,2026-10-02,Eldoret,JET_A1,OMC_D,24.22,24.22,NORMAL,SYNTHETIC_SCENARIO
ORD-0001619,2026-10-02,Eldoret,JET_A1,OMC_E,12.14,12.14,NORMAL,SYNTHETIC_SCENARIO
ORD-0001620,2026-10-02,Eldoret,JET_A1,OMC_F,2.51,2.51,NORMAL,SYNTHETIC_SCENARIO
ORD-0001621,2026-10-03,Eldoret,JET_A1,OMC_A,42.2,42.2,NORMAL,SYNTHETIC_SCENARIO
ORD-0001622,2026-10-03,Eldoret,JET_A1,OMC_B,12.74,12.74,NORMAL,SYNTHETIC_SCENARIO
ORD-0001623,2026-10-03,Eldoret,JET_A1,OMC_C,2.71,2.71,NORMAL,SYNTHETIC_SCENARIO
ORD-0001624,2026-10-03,Eldoret,JET_A1,OMC_D,20.63,20.63,NORMAL,SYNTHETIC_SCENARIO
ORD-0001625,2026-10-03,Eldoret,JET_A1,OMC_E,12.35,12.35,NORMAL,SYNTHETIC_SCENARIO
ORD-0001626,2026-10-03,Eldoret,JET_A1,OMC_F,0.27,0.27,HIGH,SYNTHETIC_SCENARIO
ORD-0001627,2026-10-04,Eldoret,JET_A1,OMC_A,30.0,30.0,NORMAL,SYNTHETIC_SCENARIO
ORD-0001628,2026-10-04,Eldoret,JET_A1,OMC_B,15.71,15.71,NORMAL,SYNTHETIC_SCENARIO
ORD-0001629,2026-10-04,Eldoret,JET_A1,OMC_C,6.45,6.45,NORMAL,SYNTHETIC_SCENARIO
ORD-0001630,2026-10-04,Eldoret,JET_A1,OMC_D,19.74,19.74,NORMAL,SYNTHETIC_SCENARIO
ORD-0001631,2026-10-04,Eldoret,JET_A1,OMC_E,4.3,4.3,NORMAL,SYNTHETIC_SCENARIO
ORD-0001632,2026-10-04,Eldoret,JET_A1,OMC_F,0.71,0.71,NORMAL,SYNTHETIC_SCENARIO
ORD-0001633,2026-10-05,Eldoret,JET_A1,OMC_A,27.19,27.19,NORMAL,SYNTHETIC_SCENARIO
ORD-0001634,2026-10-05,Eldoret,JET_A1,OMC_B,4.97,4.97,NORMAL,SYNTHETIC_SCENARIO
ORD-0001635,2026-10-05,Eldoret,JET_A1,OMC_C,25.51,25.51,NORMAL,SYNTHETIC_SCENARIO
ORD-0001636,2026-10-05,Eldoret,JET_A1,OMC_D,27.01,27.01,NORMAL,SYNTHETIC_SCENARIO
ORD-0001637,2026-10-05,Eldoret,JET_A1,OMC_E,7.63,7.63,NORMAL,SYNTHETIC_SCENARIO
ORD-0001638,2026-10-05,Eldoret,JET_A1,OMC_F,1.59,1.59,NORMAL,SYNTHETIC_SCENARIO
ORD-0001639,2026-10-06,Eldoret,JET_A1,OMC_A,15.9,15.9,NORMAL,SYNTHETIC_SCENARIO
ORD-0001640,2026-10-06,Eldoret,JET_A1,OMC_B,39.33,39.33,NORMAL,SYNTHETIC_SCENARIO
ORD-0001641,2026-10-06,Eldoret,JET_A1,OMC_C,16.34,16.34,NORMAL,SYNTHETIC_SCENARIO
ORD-0001642,2026-10-06,Eldoret,JET_A1,OMC_D,11.91,11.91,NORMAL,SYNTHETIC_SCENARIO
ORD-0001643,2026-10-06,Eldoret,JET_A1,OMC_E,8.02,8.02,NORMAL,SYNTHETIC_SCENARIO
ORD-0001644,2026-10-06,Eldoret,JET_A1,OMC_F,2.14,2.14,NORMAL,SYNTHETIC_SCENARIO
ORD-0001645,2026-10-07,Eldoret,JET_A1,OMC_A,23.86,23.86,NORMAL,SYNTHETIC_SCENARIO
ORD-0001646,2026-10-07,Eldoret,JET_A1,OMC_B,14.45,14.45,NORMAL,SYNTHETIC_SCENARIO
ORD-0001647,2026-10-07,Eldoret,JET_A1,OMC_C,5.45,5.45,NORMAL,SYNTHETIC_SCENARIO
ORD-0001648,2026-10-07,Eldoret,JET_A1,OMC_D,6.32,6.32,NORMAL,SYNTHETIC_SCENARIO
ORD-0001649,2026-10-07,Eldoret,JET_A1,OMC_E,48.76,48.76,HIGH,SYNTHETIC_SCENARIO
ORD-0001650,2026-10-07,Eldoret,JET_A1,OMC_F,1.95,1.95,NORMAL,SYNTHETIC_SCENARIO
ORD-0001651,2026-10-08,Eldoret,JET_A1,OMC_A,2.91,2.91,NORMAL,SYNTHETIC_SCENARIO
ORD-0001652,2026-10-08,Eldoret,JET_A1,OMC_B,45.5,45.5,NORMAL,SYNTHETIC_SCENARIO
ORD-0001653,2026-10-08,Eldoret,JET_A1,OMC_C,41.5,41.5,NORMAL,SYNTHETIC_SCENARIO
ORD-0001654,2026-10-08,Eldoret,JET_A1,OMC_D,3.57,3.57,HIGH,SYNTHETIC_SCENARIO
