date,record_status,depot,product,trucks_requested,trucks_loaded,avg_truck_turnaround_min,queue_time_min,delayed_trucks,dispatch_m3,loading_bays_available,loading_capacity_m3,event_label
2021-03-04,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,50.9,8.9,0,88.11,5,4000.0,NORMAL
2021-03-05,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,40.5,0.0,0,79.9,5,4000.0,NORMAL
2021-03-06,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,54.2,12.2,0,71.08,5,4000.0,NORMAL
2021-03-07,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,52.3,10.3,0,69.26,5,4000.0,NORMAL
2021-03-08,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,58.5,16.5,0,86.28,5,4000.0,NORMAL
2021-03-09,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,52.2,10.2,0,91.89,5,4000.0,NORMAL
2021-03-10,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,50.7,8.7,0,84.22,5,4000.0,NORMAL
2021-03-11,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,55.0,13.0,0,86.47,5,4000.0,NORMAL
2021-03-12,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,41.1,0.0,0,92.66,5,4000.0,NORMAL
2021-03-13,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,39.9,0.0,0,76.04,5,4000.0,NORMAL
2021-03-14,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,51.0,9.0,0,74.62,5,4000.0,NORMAL
2021-03-15,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,58.1,16.1,0,84.88,5,4000.0,NORMAL
2021-03-16,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,45.9,3.9,0,75.45,5,4000.0,NORMAL
2021-03-17,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,61.4,19.4,0,94.54,5,4000.0,NORMAL
2021-03-18,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,51.2,9.2,0,86.7,5,4000.0,NORMAL
2021-03-19,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,47.4,5.4,0,88.35,5,4000.0,NORMAL
2021-03-20,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,51.6,9.6,0,74.23,5,4000.0,NORMAL
2021-03-21,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,40.1,0.0,0,70.78,5,4000.0,NORMAL
2021-03-22,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,54.7,12.7,0,85.44,5,4000.0,NORMAL
2021-03-23,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,44.7,2.7,0,76.56,5,4000.0,NORMAL
2021-03-24,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,95.6,53.6,0,93.28,4,3200.0,LOADING_BAY_OUTAGE
2021-03-25,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,49.9,7.9,0,84.31,5,4000.0,NORMAL
2021-03-26,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,52.0,10.0,0,93.06,5,4000.0,NORMAL
2021-03-27,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,46.9,4.9,0,74.58,5,4000.0,UNPLANNED_PUMP_FAILURE
2021-03-28,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,54.2,12.2,0,69.55,5,4000.0,NORMAL
2021-03-29,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,55.4,13.4,0,80.06,5,4000.0,NORMAL
2021-03-30,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,54.0,12.0,0,82.78,5,4000.0,NORMAL
2021-03-31,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,54.3,12.3,0,87.74,5,4000.0,NORMAL
2021-04-01,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,47.6,5.6,0,86.35,5,4000.0,NORMAL
2021-04-02,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,53.2,11.2,0,83.37,5,4000.0,NORMAL
2021-04-03,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,39.1,0.0,0,80.53,5,4000.0,NORMAL
2021-04-04,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,36.1,0.0,0,71.11,5,4000.0,NORMAL
2021-04-05,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,54.5,12.5,0,89.05,5,4000.0,NORMAL
2021-04-06,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,49.1,7.1,0,86.95,5,4000.0,NORMAL
2021-04-07,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,38.6,0.0,0,89.92,5,4000.0,NORMAL
2021-04-08,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,51.3,9.3,0,79.71,5,4000.0,NORMAL
2021-04-09,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,52.4,10.4,0,91.9,5,4000.0,NORMAL
2021-04-10,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,49.2,7.2,0,87.49,5,4000.0,NORMAL
2021-04-11,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,36.3,0.0,0,74.41,5,4000.0,NORMAL
2021-04-12,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,58.8,16.8,0,81.93,5,4000.0,NORMAL
2021-04-13,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,50.1,8.1,0,85.78,5,4000.0,NORMAL
2021-04-14,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,45.7,3.7,0,91.63,5,4000.0,NORMAL
2021-04-15,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,58.7,16.7,0,76.95,5,4000.0,NORMAL
2021-04-16,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,49.7,7.7,0,88.49,5,4000.0,NORMAL
2021-04-17,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,43.2,1.2,0,79.61,5,4000.0,NORMAL
2021-04-18,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,59.2,17.2,0,78.59,5,4000.0,NORMAL
2021-04-19,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,37.1,0.0,0,89.99,5,4000.0,NORMAL
2021-04-20,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,53.9,11.9,0,87.53,5,4000.0,NORMAL
2021-04-21,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,39.7,0.0,0,85.17,5,4000.0,NORMAL
2021-04-22,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,59.7,17.7,0,88.36,5,4000.0,NORMAL
2021-04-23,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,44.1,2.1,0,78.59,5,4000.0,NORMAL
2021-04-24,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,45.2,3.2,0,77.34,5,4000.0,NORMAL
2021-04-25,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,55.9,13.9,0,81.07,5,4000.0,NORMAL
2021-04-26,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,53.5,11.5,0,82.08,5,4000.0,NORMAL
2021-04-27,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,55.0,13.0,0,83.5,5,4000.0,NORMAL
2021-04-28,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,58.6,16.6,0,87.99,5,4000.0,NORMAL
2021-04-29,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,35.7,0.0,0,86.4,5,4000.0,NORMAL
2021-04-30,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,53.5,11.5,0,92.84,5,4000.0,NORMAL
2021-05-01,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,42.4,0.4,0,91.73,5,4000.0,NORMAL
2021-05-02,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,66.2,24.2,0,71.98,5,4000.0,NORMAL
2021-05-03,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,53.8,11.8,0,93.94,5,4000.0,NORMAL
2021-05-04,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,52.9,10.9,0,92.84,5,4000.0,NORMAL
2021-05-05,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,41.0,0.0,0,82.93,5,4000.0,NORMAL
2021-05-06,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,50.7,8.7,0,86.9,5,4000.0,NORMAL
2021-05-07,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,40.9,0.0,0,85.95,5,4000.0,NORMAL
2021-05-08,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,48.4,6.4,0,75.14,5,4000.0,NORMAL
2021-05-09,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,51.5,9.5,0,71.88,5,4000.0,NORMAL
2021-05-10,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,46.3,4.3,0,83.6,5,4000.0,NORMAL
2021-05-11,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,49.6,7.6,0,90.79,5,4000.0,NORMAL
2021-05-12,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,58.1,16.1,0,86.19,5,4000.0,NORMAL
2021-05-13,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,63.6,21.6,0,82.9,5,4000.0,NORMAL
2021-05-14,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,44.6,2.6,0,87.54,5,4000.0,NORMAL
2021-05-15,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,59.2,17.2,0,72.58,5,4000.0,NORMAL
2021-05-16,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,55.7,13.7,0,74.03,5,4000.0,NORMAL
2021-05-17,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,45.3,3.3,0,88.34,5,4000.0,NORMAL
2021-05-18,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,42.2,0.2,0,86.33,5,4000.0,NORMAL
2021-05-19,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,36.8,0.0,0,79.63,5,4000.0,NORMAL
2021-05-20,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,35.0,0.0,0,90.3,5,4000.0,NORMAL
2021-05-21,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,53.1,11.1,0,88.27,5,4000.0,NORMAL
2021-05-22,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,49.0,7.0,0,73.98,5,4000.0,NORMAL
2021-05-23,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,35.0,0.0,0,68.93,5,4000.0,NORMAL
2021-05-24,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,63.6,21.6,0,78.4,5,4000.0,NORMAL
2021-05-25,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,57.0,15.0,0,97.27,5,4000.0,NORMAL
2021-05-26,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,56.8,14.8,0,82.96,5,4000.0,NORMAL
2021-05-27,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,53.4,11.4,0,86.88,5,4000.0,NORMAL
2021-05-28,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,46.4,4.4,0,81.08,5,4000.0,NORMAL
2021-05-29,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,48.4,6.4,0,73.36,5,4000.0,NORMAL
2021-05-30,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,56.0,14.0,0,65.33,5,4000.0,NORMAL
2021-05-31,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,52.2,10.2,0,77.98,5,4000.0,NORMAL
2021-06-01,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,43.7,1.7,0,87.92,5,4000.0,NORMAL
2021-06-02,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,48.6,6.6,0,84.74,5,4000.0,NORMAL
2021-06-03,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,56.7,14.7,0,80.15,5,4000.0,NORMAL
2021-06-04,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,47.3,5.3,0,84.33,5,4000.0,NORMAL
2021-06-05,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,45.9,3.9,0,75.38,5,4000.0,NORMAL
2021-06-06,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,47.7,5.7,0,67.64,5,4000.0,NORMAL
2021-06-07,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,45.9,3.9,0,85.6,5,4000.0,NORMAL
2021-06-08,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,46.8,4.8,0,76.42,5,4000.0,NORMAL
2021-06-09,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,63.7,21.7,0,81.3,5,4000.0,NORMAL
2021-06-10,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,43.0,1.0,0,76.41,5,4000.0,NORMAL
2021-06-11,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,60.2,18.2,0,82.27,5,4000.0,NORMAL
2021-06-12,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,43.6,1.6,0,70.57,5,4000.0,NORMAL
2021-06-13,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,44.2,2.2,0,75.48,5,4000.0,NORMAL
2021-06-14,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,35.0,0.0,0,84.41,5,4000.0,NORMAL
2021-06-15,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,50.7,8.7,0,75.21,5,4000.0,NORMAL
2021-06-16,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,39.8,0.0,0,84.81,5,4000.0,NORMAL
2021-06-17,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,53.6,11.6,0,84.2,5,4000.0,NORMAL
2021-06-18,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,52.4,10.4,0,86.29,5,4000.0,NORMAL
2021-06-19,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,46.8,4.8,0,76.51,5,4000.0,NORMAL
2021-06-20,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,50.8,8.8,0,70.38,5,4000.0,NORMAL
2021-06-21,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,48.6,6.6,0,84.47,5,4000.0,NORMAL
2021-06-22,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,47.0,5.0,0,77.45,5,4000.0,NORMAL
2021-06-23,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,44.2,2.2,0,80.84,5,4000.0,NORMAL
2021-06-24,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,47.3,5.3,0,83.92,5,4000.0,NORMAL
2021-06-25,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,44.5,2.5,0,81.78,5,4000.0,NORMAL
2021-06-26,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,45.8,3.8,0,75.46,5,4000.0,NORMAL
2021-06-27,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,53.1,11.1,0,71.83,5,4000.0,NORMAL
2021-06-28,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,38.9,0.0,0,75.59,5,4000.0,NORMAL
2021-06-29,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,38.8,0.0,0,78.48,5,4000.0,NORMAL
2021-06-30,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,50.9,8.9,0,79.12,5,4000.0,NORMAL
2021-07-01,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,50.9,8.9,0,84.72,5,4000.0,NORMAL
2021-07-02,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,62.0,20.0,0,85.91,5,4000.0,NORMAL
2021-07-03,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,47.8,5.8,0,81.58,5,4000.0,NORMAL
2021-07-04,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,55.4,13.4,0,69.75,5,4000.0,NORMAL
2021-07-05,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,44.8,2.8,0,81.88,5,4000.0,NORMAL
2021-07-06,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,51.3,9.3,0,89.54,5,4000.0,NORMAL
2021-07-07,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,53.7,11.7,0,73.4,5,4000.0,NORMAL
2021-07-08,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,51.7,9.7,0,85.96,5,4000.0,NORMAL
2021-07-09,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,43.3,1.3,0,92.06,5,4000.0,NORMAL
2021-07-10,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,53.8,11.8,0,71.82,5,4000.0,NORMAL
2021-07-11,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,46.3,4.3,0,67.03,5,4000.0,NORMAL
2021-07-12,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,49.2,7.2,0,80.65,5,4000.0,NORMAL
2021-07-13,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,35.1,0.0,0,74.88,5,4000.0,NORMAL
2021-07-14,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,44.7,2.7,0,84.75,5,4000.0,NORMAL
2021-07-15,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,49.0,7.0,0,85.01,5,4000.0,NORMAL
2021-07-16,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,49.0,7.0,0,79.2,5,4000.0,NORMAL
2021-07-17,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,49.0,7.0,0,77.68,5,4000.0,NORMAL
2021-07-18,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,64.5,22.5,0,69.26,5,4000.0,NORMAL
2021-07-19,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,61.5,19.5,0,84.67,5,4000.0,NORMAL
2021-07-20,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,50.9,8.9,0,82.74,5,4000.0,NORMAL
2021-07-21,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,48.8,6.8,0,86.48,5,4000.0,NORMAL
2021-07-22,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,51.8,9.8,0,79.66,5,4000.0,NORMAL
2021-07-23,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,53.2,11.2,0,90.05,5,4000.0,NORMAL
2021-07-24,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,40.3,0.0,0,76.91,5,4000.0,NORMAL
2021-07-25,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,52.1,10.1,0,71.81,5,4000.0,NORMAL
2021-07-26,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,57.5,15.5,0,78.76,5,4000.0,NORMAL
2021-07-27,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,57.3,15.3,0,82.57,5,4000.0,NORMAL
2021-07-28,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,54.2,12.2,0,82.12,5,4000.0,NORMAL
2021-07-29,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,39.8,0.0,0,90.17,5,4000.0,NORMAL
2021-07-30,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,49.7,7.7,0,87.69,5,4000.0,NORMAL
2021-07-31,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,61.1,19.1,0,75.14,5,4000.0,NORMAL
2021-08-01,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,55.7,13.7,0,73.5,5,4000.0,NORMAL
2021-08-02,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,44.2,2.2,0,84.12,5,4000.0,NORMAL
2021-08-03,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,35.0,0.0,0,77.33,5,4000.0,NORMAL
2021-08-04,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,52.7,10.7,0,83.83,5,4000.0,NORMAL
2021-08-05,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,51.5,9.5,0,83.27,5,4000.0,NORMAL
2021-08-06,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,66.1,24.1,0,92.07,5,4000.0,NORMAL
2021-08-07,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,58.3,16.3,0,75.38,5,4000.0,NORMAL
2021-08-08,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,46.0,4.0,0,67.99,5,4000.0,NORMAL
2021-08-09,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,51.5,9.5,0,86.55,5,4000.0,NORMAL
2021-08-10,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,46.0,4.0,0,78.96,5,4000.0,NORMAL
2021-08-11,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,54.5,12.5,0,78.62,5,4000.0,NORMAL
2021-08-12,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,53.0,11.0,0,89.94,5,4000.0,NORMAL
2021-08-13,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,63.9,21.9,0,88.09,5,4000.0,NORMAL
2021-08-14,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,49.1,7.1,0,72.2,5,4000.0,NORMAL
2021-08-15,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,57.1,15.1,0,76.45,5,4000.0,NORMAL
2021-08-16,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,53.3,11.3,0,80.61,5,4000.0,NORMAL
2021-08-17,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,51.2,9.2,0,84.65,5,4000.0,NORMAL
2021-08-18,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,40.2,0.0,0,86.75,5,4000.0,NORMAL
2021-08-19,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,47.3,5.3,0,82.15,5,4000.0,NORMAL
2021-08-20,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,35.0,0.0,0,93.67,5,4000.0,NORMAL
2021-08-21,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,46.9,4.9,0,76.65,5,4000.0,NORMAL
2021-08-22,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,54.6,12.6,0,66.98,5,4000.0,NORMAL
2021-08-23,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,49.4,7.4,0,89.72,5,4000.0,NORMAL
2021-08-24,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,39.7,0.0,0,80.03,5,4000.0,NORMAL
2021-08-25,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,54.0,12.0,0,81.61,5,4000.0,NORMAL
2021-08-26,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,40.8,0.0,0,86.36,5,4000.0,NORMAL
2021-08-27,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,55.0,13.0,0,84.37,5,4000.0,NORMAL
2021-08-28,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,53.8,11.8,0,71.64,5,4000.0,NORMAL
2021-08-29,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,44.5,2.5,0,64.87,5,4000.0,NORMAL
2021-08-30,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,53.6,11.6,0,81.55,5,4000.0,NORMAL
2021-08-31,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,49.9,7.9,0,81.38,5,4000.0,NORMAL
2021-09-01,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,52.2,10.2,0,77.94,5,4000.0,NORMAL
2021-09-02,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,68.7,26.7,0,81.74,5,4000.0,NORMAL
2021-09-03,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,64.8,22.8,0,77.69,5,4000.0,NORMAL
2021-09-04,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,46.7,4.7,0,79.45,5,4000.0,NORMAL
2021-09-05,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,63.2,21.2,0,62.81,5,4000.0,NORMAL
2021-09-06,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,54.5,12.5,0,92.17,5,4000.0,NORMAL
2021-09-07,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,50.4,8.4,0,79.51,5,4000.0,NORMAL
2021-09-08,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,57.6,15.6,0,86.01,5,4000.0,NORMAL
2021-09-09,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,50.7,8.7,0,78.79,5,4000.0,NORMAL
2021-09-10,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,41.1,0.0,0,82.33,5,4000.0,NORMAL
2021-09-11,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,58.4,16.4,0,76.19,5,4000.0,NORMAL
2021-09-12,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,54.6,12.6,0,67.91,5,4000.0,NORMAL
2021-09-13,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,37.3,0.0,0,71.39,5,4000.0,NORMAL
2021-09-14,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,55.5,13.5,0,83.22,5,4000.0,NORMAL
2021-09-15,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,55.9,13.9,0,79.09,5,4000.0,NORMAL
2021-09-16,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,47.1,5.1,0,77.8,5,4000.0,NORMAL
2021-09-17,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,53.6,11.6,0,87.84,5,4000.0,NORMAL
2021-09-18,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,51.2,9.2,0,73.86,5,4000.0,NORMAL
2021-09-19,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,41.3,0.0,0,70.74,5,4000.0,NORMAL
2021-09-20,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,50.6,8.6,0,86.36,5,4000.0,NORMAL
2021-09-21,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,50.7,8.7,0,93.52,5,4000.0,NORMAL
2021-09-22,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,53.4,11.4,0,78.51,5,4000.0,NORMAL
2021-09-23,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,43.9,1.9,0,81.54,5,4000.0,NORMAL
2021-09-24,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,50.9,8.9,0,77.88,5,4000.0,NORMAL
2021-09-25,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,54.9,12.9,0,83.64,5,4000.0,NORMAL
2021-09-26,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,54.6,12.6,0,71.2,5,4000.0,NORMAL
2021-09-27,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,46.1,4.1,0,75.2,5,4000.0,NORMAL
2021-09-28,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,61.6,19.6,0,80.32,5,4000.0,NORMAL
2021-09-29,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,51.0,9.0,0,83.21,5,4000.0,NORMAL
2021-09-30,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,44.6,2.6,0,85.48,5,4000.0,NORMAL
2021-10-01,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,42.5,0.5,0,95.67,5,4000.0,NORMAL
2021-10-02,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,59.5,17.5,0,74.62,5,4000.0,NORMAL
2021-10-03,SIMULATED_HISTORY,Eldoret,JET_A1,1,1,53.7,11.7,0,75.07,5,4000.0,NORMAL
2021-10-04,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,54.1,12.1,0,83.39,5,4000.0,NORMAL
2021-10-05,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,47.8,5.8,0,93.46,5,4000.0,NORMAL
2021-10-06,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,41.3,0.0,0,91.12,5,4000.0,NORMAL
2021-10-07,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,39.1,0.0,0,80.14,5,4000.0,NORMAL
2021-10-08,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,49.6,7.6,0,92.51,5,4000.0,NORMAL
2021-10-09,SIMULATED_HISTORY,Eldoret,JET_A1,2,2,51.4,9.4,0,84.45,5,4000.0,NORMAL
